date,SiteName,solar.time,DO.obs,DO.sat,depth,temp.water,light,DO.mod
2017-06-03,New Hope Creek,2017-06-03T11:00:00Z,8.17,8.901636822443452,0.3419116204869232,20.996,1041.4560471486673,8.245145557626968
2017-06-03,New Hope Creek,2017-06-03T11:15:00Z,8.25,8.883320797801884,0.3419116204869232,21.091,1053.2602291666828,8.28426456825042
2017-06-03,New Hope Creek,2017-06-03T11:30:00Z,8.22,8.864533457382775,0.34347369001261024,21.187,1061.5930983204296,8.321112294116178
2017-06-03,New Hope Creek,2017-06-03T11:45:00Z,8.14,8.84634064637472,0.34347369001261024,21.282,1066.4189801894051,8.355518353638944
2017-06-03,New Hope Creek,2017-06-03T12:00:00Z,8.2,8.826513763865895,0.34501888397252767,21.378,1067.717214549266,8.387287966728625
2017-06-03,New Hope Creek,2017-06-03T12:15:00Z,8.18,8.810591239995263,0.3465476362829799,21.473,1065.4822438234917,8.416319713707429
2017-06-03,New Hope Creek,2017-06-03T12:30:00Z,8.27,8.794282996593516,0.34755787659865256,21.569,1059.7236368686545,8.442571812346738
2017-06-03,New Hope Creek,2017-06-03T12:45:00Z,8.49,8.759774468999236,0.3490601434947203,21.76,1050.466048008281,8.465414135369684
2017-06-03,New Hope Creek,2017-06-03T13:00:00Z,8.49,8.742201782244269,0.3510393265674485,21.855,1037.7491114668694,8.484710342714617
2017-06-03,New Hope Creek,2017-06-03T13:15:00Z,8.52,8.709894908479399,0.35250631654910747,22.046,1021.6272717021332,8.500434912640829
2017-06-03,New Hope Creek,2017-06-03T13:30:00Z,8.61,8.691439822965211,0.3539587909176924,22.142,1002.1695502848913,8.512498734039685
2017-06-03,New Hope Creek,2017-06-03T13:45:00Z,8.62,8.657961445577747,0.35539709195386837,22.333,979.4592504324036,8.520809586780285
2017-06-03,New Hope Creek,2017-06-03T14:00:00Z,8.58,8.64179342572247,0.3568215493105743,22.429,953.5936003234947,8.525397001151784
2017-06-03,New Hope Creek,2017-06-03T14:15:00Z,8.57,8.624361702263231,0.3596301921961876,22.525,924.6833368793966,8.52669039951383
2017-06-03,New Hope Creek,2017-06-03T14:30:00Z,8.6,8.592469593637112,0.3596301921961876,22.717,892.8522316384783,8.52420453964471
2017-06-03,New Hope Creek,2017-06-03T14:45:00Z,8.53,8.576590204884171,0.3610149793639031,22.812,858.2365608997335,8.517978756269029
2017-06-03,New Hope Creek,2017-06-03T15:00:00Z,8.49,8.558593651591895,0.3610149793639031,22.908,820.9845222192477,8.508406751319264
2017-06-03,New Hope Creek,2017-06-03T15:15:00Z,8.53,8.541178191651008,0.36238712720361627,23.004,781.2556000325299,8.495453196531292
2017-06-03,New Hope Creek,2017-06-03T15:30:00Z,8.5,8.526166232235811,0.36238712720361627,23.1,739.2198827881452,8.479217924149195
2017-06-03,New Hope Creek,2017-06-03T15:45:00Z,8.57,8.524427853184289,0.36238712720361627,23.1,695.0573348095974,8.460138921726225
2017-06-03,New Hope Creek,2017-06-03T16:00:00Z,8.58,8.509814522596738,0.3641974707954259,23.196,648.9570257702275,8.438303744257414
2017-06-03,New Hope Creek,2017-06-03T16:15:00Z,8.56,8.510335176545334,0.3641974707954259,23.196,601.1163213241763,8.413805118172412
2017-06-03,New Hope Creek,2017-06-03T16:30:00Z,8.49,8.493169264242661,0.3641974707954259,23.292,551.7400380424169,8.386542630511986
2017-06-03,New Hope Creek,2017-06-03T16:45:00Z,8.47,8.49342916294406,0.3641974707954259,23.292,501.0395666480913,8.356560677351549
2017-06-03,New Hope Creek,2017-06-03T17:00:00Z,8.4,8.478048197942764,0.3641974707954259,23.388,449.2319669000234,8.32397841744308
2017-06-03,New Hope Creek,2017-06-03T17:15:00Z,8.38,8.476318384396647,0.3655411809817438,23.388,396.53903840564664,8.288899187310106
2017-06-03,New Hope Creek,2017-06-03T17:30:00Z,8.33,8.47830766997468,0.3655411809817438,23.388,343.1863709939189,8.251907822846508
2017-06-03,New Hope Creek,2017-06-03T17:45:00Z,8.27,8.462112399636018,0.3641974707954259,23.484,289.4023789152991,8.212495593847994
2017-06-03,New Hope Creek,2017-06-03T18:00:00Z,8.2,8.462975889498635,0.3641974707954259,23.484,235.41732297915306,8.170740948098837
2017-06-03,New Hope Creek,2017-06-03T18:15:00Z,8.14,8.462975889498635,0.3641974707954259,23.484,181.46232475757338,8.127318216524971
2017-06-03,New Hope Creek,2017-06-03T18:30:00Z,8.16,8.450206932691142,0.3641974707954259,23.581,127.76837707618175,8.081965179960642
2017-06-03,New Hope Creek,2017-06-03T18:45:00Z,8.07,8.451068996264526,0.3641974707954259,23.581,74.5653550711407,8.03485015396928
2017-06-03,New Hope Creek,2017-06-03T19:00:00Z,7.97,8.451068996264526,0.3641974707954259,23.581,22.08103212900653,7.98646902079947
2017-06-03,New Hope Creek,2017-06-03T19:15:00Z,7.99,8.451931059837914,0.3641974707954259,23.581,0,7.938079292036405
2017-06-03,New Hope Creek,2017-06-03T19:30:00Z,7.88,8.452534504339283,0.3641974707954259,23.581,0,7.891695899033586
2017-06-03,New Hope Creek,2017-06-03T19:45:00Z,7.85,8.45400001241404,0.3641974707954259,23.581,0,7.8480602150864955
2017-06-03,New Hope Creek,2017-06-03T20:00:00Z,7.79,8.454603456915411,0.3641974707954259,23.581,0,7.807013019522255
2017-06-03,New Hope Creek,2017-06-03T20:15:00Z,7.78,8.45787929849428,0.3641974707954259,23.581,0,7.768456769406993
2017-06-03,New Hope Creek,2017-06-03T20:30:00Z,7.68,8.456413790419523,0.3641974707954259,23.581,0,7.7321871781842475
2017-06-03,New Hope Creek,2017-06-03T20:45:00Z,7.64,8.458827568425002,0.3641974707954259,23.581,0,7.698046764647005
2017-06-03,New Hope Creek,2017-06-03T21:00:00Z,7.59,8.475755539465386,0.3641974707954259,23.484,0,7.666391532882028
2017-06-03,New Hope Creek,2017-06-03T21:15:00Z,7.51,8.475755539465386,0.36284174891953536,23.484,0,7.636863272671568
2017-06-03,New Hope Creek,2017-06-03T21:30:00Z,7.48,8.4773098212181,0.36284174891953536,23.484,0,7.608944893995511
2017-06-03,New Hope Creek,2017-06-03T21:45:00Z,7.42,8.476446331355481,0.36284174891953536,23.484,0,7.582660676706561
2017-06-03,New Hope Creek,2017-06-03T22:00:00Z,7.43,8.490935308861326,0.36284174891953536,23.388,0,7.558229073948197
2017-06-03,New Hope Creek,2017-06-03T22:15:00Z,7.39,8.49102179953863,0.36284174891953536,23.388,0,7.535568946439567
2017-06-03,New Hope Creek,2017-06-03T22:30:00Z,7.41,8.50555776900925,0.36284174891953536,23.292,0,7.514573168901806
2017-06-03,New Hope Creek,2017-06-03T22:45:00Z,7.39,8.505644401909716,0.3610149793639031,23.292,0,7.494950962961484
2017-06-03,New Hope Creek,2017-06-03T23:00:00Z,7.42,8.505904300611114,0.3610149793639031,23.292,0,7.476274780750625
2017-06-03,New Hope Creek,2017-06-03T23:15:00Z,7.34,8.5217027877563,0.3610149793639031,23.196,0,7.459066535009821
2017-06-03,New Hope Creek,2017-06-03T23:30:00Z,7.34,8.52257054433729,0.3610149793639031,23.196,0,7.443258132253128
2017-06-03,New Hope Creek,2017-06-03T23:45:00Z,7.38,8.538421804549046,0.3610149793639031,23.1,0,7.428765542948459
2017-06-04,Eno River,2017-06-03T23:59:00Z,6.03,8.373359509676163,0.3673154511982556,23.52,0,6.03
2017-06-04,Eno River,2017-06-04T00:14:00Z,6.03,8.373359509676163,0.3673154511982556,23.52,0,6.017265126009818
2017-06-04,Eno River,2017-06-04T00:29:00Z,6.03,8.382545984861084,0.3673154511982556,23.44,0,6.005432692904266
2017-06-04,Eno River,2017-06-04T00:44:00Z,5.95,8.394872155570294,0.3673154511982556,23.36,0,5.994680910194764
2017-06-04,Eno River,2017-06-04T00:59:00Z,5.93,8.402752613833256,0.36419833053467726,23.3,0,5.984281662352802
2017-06-04,Eno River,2017-06-04T01:14:00Z,5.89,8.41478807983848,0.36419833053467726,23.22,0,5.974201000157365
2017-06-04,Eno River,2017-06-04T01:29:00Z,5.97,8.428158899934907,0.36419833053467726,23.14,0,5.9651994174771525
2017-06-04,Eno River,2017-06-04T01:44:00Z,5.88,8.440609145611527,0.36419833053467726,23.06,0,5.957220597184007
2017-06-04,Eno River,2017-06-04T01:59:00Z,5.93,8.45274470282825,0.36419833053467726,22.98,0,5.9501629758803505
2017-06-04,Eno River,2017-06-04T02:14:00Z,5.87,8.464302612024833,0.36419833053467726,22.9,0,5.943941667180492
2017-06-04,Eno River,2017-06-04T02:29:00Z,5.88,8.476503235676159,0.36419833053467726,22.82,0,5.938505394011251
2017-06-04,Eno River,2017-06-04T02:44:00Z,5.93,8.489961477127153,0.36419833053467726,22.74,0,5.933860136245162
2017-06-04,Eno River,2017-06-04T02:59:00Z,5.96,8.503544005868164,0.36419833053467726,22.66,0,5.929996305162657
2017-06-04,Eno River,2017-06-04T03:14:00Z,5.94,8.515234139187442,0.36419833053467726,22.58,0,5.926812657907483
2017-06-04,Eno River,2017-06-04T03:29:00Z,5.95,8.527468657414348,0.36419833053467726,22.52,0,5.92426287484491
2017-06-04,Eno River,2017-06-04T03:44:00Z,5.97,8.541681211097869,0.36419833053467726,22.44,0,5.922380666525309
2017-06-04,Eno River,2017-06-04T03:59:00Z,5.99,8.55566865724103,0.36419833053467726,22.36,0,5.921138946159117
2017-06-04,Eno River,2017-06-04T04:14:00Z,5.95,8.566140395159755,0.3673154511982556,22.3,0,5.921080138522271
2017-06-04,Eno River,2017-06-04T04:29:00Z,5.99,8.580195165737262,0.3673154511982556,22.22,0,5.922134833643673
2017-06-04,Eno River,2017-06-04T04:44:00Z,5.97,8.590717477478313,0.3673154511982556,22.16,0,5.923583194647164
2017-06-04,Eno River,2017-06-04T04:59:00Z,5.98,8.601526885264592,0.36993755901287956,22.1,36.431856280389006,5.92691787537865
2017-06-04,Eno River,2017-06-04T05:14:00Z,5.95,8.61297844985856,0.36993755901287956,22.04,88.98933750333647,5.93354429481262
2017-06-04,Eno River,2017-06-04T05:29:00Z,5.97,8.619621898073364,0.3729413910794863,22,142.21208743901224,5.943701180169282
2017-06-04,Eno River,2017-06-04T05:44:00Z,5.98,8.624767257737085,0.3729413910794863,21.96,195.87224894079822,5.957058828455322
2017-06-04,Eno River,2017-06-04T05:59:00Z,5.99,8.633113784341267,0.3729413910794863,21.92,249.7400922784335,5.972908797196021
2017-06-04,Eno River,2017-06-04T06:14:00Z,6.03,8.638630695385629,0.3729413910794863,21.88,303.5849986285766,5.991124405020785
2017-06-04,Eno River,2017-06-04T06:29:00Z,6.03,8.640637036620374,0.3729413910794863,21.86,357.17644739822583,6.011416866111369
2017-06-04,Eno River,2017-06-04T06:44:00Z,6.1,8.642911297294113,0.3729413910794863,21.84,410.2850031722013,6.033590398344586
2017-06-04,Eno River,2017-06-04T06:59:00Z,6.12,8.643266699644974,0.3729413910794863,21.84,462.6832979266352,6.0574926987139355
2017-06-04,Eno River,2017-06-04T07:14:00Z,6.15,8.642911297294113,0.3729413910794863,21.84,514.1470044505622,6.0829388635016
2017-06-04,Eno River,2017-06-04T07:29:00Z,6.13,8.640281759929737,0.3729413910794863,21.86,564.4557967322813,6.109730542980639
2017-06-04,Eno River,2017-06-04T07:44:00Z,6.11,8.631605458046735,0.36993755901287956,21.92,613.3942932177114,6.137111123415977
2017-06-04,Eno River,2017-06-04T07:59:00Z,6.12,8.626274519706527,0.36993755901287956,21.96,660.7529788980034,6.164928279790117
2017-06-04,Eno River,2017-06-04T08:14:00Z,6.13,8.616653303472589,0.36993755901287956,22.02,706.3291022830381,6.193512176141383
2017-06-04,Eno River,2017-06-04T08:29:00Z,6.24,8.597685496596679,0.36993755901287956,22.12,749.9275434285561,6.222412399320865
2017-06-04,Eno River,2017-06-04T08:44:00Z,6.3,8.584553648368786,0.3673154511982556,22.2,791.3616492448613,6.25103392310455
2017-06-04,Eno River,2017-06-04T08:59:00Z,6.26,8.56640479797841,0.3673154511982556,22.3,830.4540326385104,6.279285133237535
2017-06-04,Eno River,2017-06-04T09:14:00Z,6.19,8.5468894932731,0.36419833053467726,22.42,867.0373318938987,6.3068633221524575
2017-06-04,Eno River,2017-06-04T09:29:00Z,6.3,8.515749828566529,0.36419833053467726,22.6,900.9549272195759,6.333397397715975
2017-06-04,Eno River,2017-06-04T09:44:00Z,6.24,8.48934755222416,0.36419833053467726,22.76,932.0616112330878,6.359082440003074
2017-06-04,Eno River,2017-06-04T09:59:00Z,6.3,8.45786605647536,0.36419833053467726,22.94,960.22421062217,6.383766487006004
2017-06-04,Eno River,2017-06-04T10:14:00Z,6.33,8.429096082741859,0.36419833053467726,23.12,985.322156310831,6.407270684182608
2017-06-04,Eno River,2017-06-04T10:29:00Z,6.31,8.404172234464264,0.36419833053467726,23.26,1007.2479995843407,6.429598752619973
2017-06-04,Eno River,2017-06-04T10:44:00Z,6.47,8.371781402156158,0.36419833053467726,23.46,1025.9078721470908,6.45053142416717
2017-06-04,Eno River,2017-06-04T10:59:00Z,6.53,8.339607264765764,0.3614746194616182,23.66,1041.2218879439674,6.469448395384257
2017-06-04,Eno River,2017-06-04T11:14:00Z,6.68,8.296421120571663,0.3614746194616182,23.92,1053.1244851875638,6.4860026465470755
2017-06-04,Eno River,2017-06-04T11:29:00Z,6.51,8.260885803971464,0.3614746194616182,24.14,1061.5647070304965,6.5003893749709984
2017-06-04,Eno River,2017-06-04T11:44:00Z,6.33,8.23071868484303,0.3614746194616182,24.32,1066.506419717773,6.512800260311181
2017-06-04,Eno River,2017-06-04T11:59:00Z,6.17,8.211244817272718,0.3614746194616182,24.44,1067.928467273568,6.5234971622471765
2017-06-04,Eno River,2017-06-04T12:14:00Z,6.21,8.188382149827296,0.3614746194616182,24.58,1065.824762074952,6.532540447161379
2017-06-04,Eno River,2017-06-04T12:29:00Z,5.84,8.166300911203864,0.3614746194616182,24.72,1060.204310906347,6.539760725336985
2017-06-04,Eno River,2017-06-04T12:44:00Z,5.97,8.143308109145478,0.3614746194616182,24.86,1051.0911764001946,6.545051744267613
2017-06-04,Eno River,2017-06-04T12:59:00Z,6.21,8.139622315293039,0.3614746194616182,24.88,1038.5243740054884,6.54875272852849
2017-06-04,Eno River,2017-06-04T13:14:00Z,6.4,8.119208434623472,0.3614746194616182,24.98,1022.5577049702202,6.550792061868286
2017-06-04,Eno River,2017-06-04T13:29:00Z,6.52,8.09431972432712,0.3614746194616182,25.12,1003.259525983194,6.550554297167471
2017-06-04,Eno River,2017-06-04T13:44:00Z,6.6,8.078923890882987,0.3614746194616182,25.22,980.7124565345798,6.548139753825032
2017-06-04,Eno River,2017-06-04T13:59:00Z,6.62,8.070466051150747,0.3614746194616182,25.26,955.0130251922234,6.543893592095307
2017-06-04,Eno River,2017-06-04T14:14:00Z,6.6,8.06783332403322,0.3582333012963947,25.28,926.2712563614448,6.537598515853131
2017-06-04,Eno River,2017-06-04T14:29:00Z,6.6,8.054725185331685,0.3553979195915387,25.36,894.6101992277594,6.528684307383884
2017-06-04,Eno River,2017-06-04T14:44:00Z,6.54,8.048922842561376,0.3553979195915387,25.38,860.1654009534353,6.517493320988197
2017-06-04,Eno River,2017-06-04T14:59:00Z,6.53,8.040815141446691,0.3553979195915387,25.44,823.0843263980313,6.5045511559456894
2017-06-04,Eno River,2017-06-04T15:14:00Z,6.5,8.038283144188336,0.3582333012963947,25.46,783.5257267659903,6.490361561023133
2017-06-04,Eno River,2017-06-04T15:29:00Z,6.57,8.03692204725978,0.3582333012963947,25.48,741.6589599453443,6.47503849776535
2017-06-04,Eno River,2017-06-04T15:44:00Z,6.6,8.032973548326042,0.3582333012963947,25.5,697.6632655185781,6.458046964540875
2017-06-04,Eno River,2017-06-04T15:59:00Z,6.6,8.025084194072386,0.3582333012963947,25.54,651.7269973270332,6.439192152037897
2017-06-04,Eno River,2017-06-04T16:14:00Z,6.63,8.029589840235902,0.3582333012963947,25.54,604.0468171339842,6.418725589729869
2017-06-04,Eno River,2017-06-04T16:29:00Z,6.6,8.034285900117059,0.3582333012963947,25.52,554.826852668149,6.396976932716573
2017-06-04,Eno River,2017-06-04T16:44:00Z,6.54,8.037005566868691,0.3582333012963947,25.48,504.27782369879185,6.373838247587462
2017-06-04,Eno River,2017-06-04T16:59:00Z,6.5,8.041374379113597,0.3582333012963947,25.46,452.6161399593975,6.349313037588375
2017-06-04,Eno River,2017-06-04T17:14:00Z,6.5,8.042235902708159,0.3582333012963947,25.44,400.0629745613829,6.323393595381377
2017-06-04,Eno River,2017-06-04T17:29:00Z,6.48,8.044769991978495,0.3582333012963947,25.42,346.843317207174,6.296062601764598
2017-06-04,Eno River,2017-06-04T17:44:00Z,6.49,8.046720308832255,0.3582333012963947,25.4,293.1850109117275,6.267408298062998
2017-06-04,Eno River,2017-06-04T17:59:00Z,6.43,8.054808868941985,0.3582333012963947,25.36,239.31777656525605,6.237639592525104
2017-06-04,Eno River,2017-06-04T18:14:00Z,6.32,8.06913929197604,0.3582333012963947,25.3,185.47222948437133,6.207150193109619
2017-06-04,Eno River,2017-06-04T18:29:00Z,6.31,8.075160019225265,0.3582333012963947,25.26,131.87889210649834,6.175923573714346
2017-06-04,Eno River,2017-06-04T18:44:00Z,6.29,8.082446678937057,0.3582333012963947,25.22,78.7672070259784,6.143829446972073
2017-06-04,Eno River,2017-06-04T18:59:00Z,6.24,8.087728458254992,0.3582333012963947,25.18,26.364554807962442,6.110929211656614
2017-06-04,Eno River,2017-06-04T19:14:00Z,6.2,8.092386917281338,0.3614746194616182,25.16,0,6.0786987507661046
2017-06-04,Eno River,2017-06-04T19:29:00Z,6.21,8.094655779915497,0.3614746194616182,25.12,0,6.04852902854453
2017-06-04,Eno River,2017-06-04T19:44:00Z,6.13,8.10138318589288,0.3614746194616182,25.08,0,6.020391452315072
2017-06-04,Eno River,2017-06-04T19:59:00Z,6.11,8.10584798011474,0.36419833053467726,25.04,0,5.994804784298482
2017-06-04,Eno River,2017-06-04T20:14:00Z,6.04,8.116429571237646,0.36419833053467726,24.98,0,5.971695819795132
2017-06-04,Eno River,2017-06-04T20:29:00Z,6.05,8.12445045848986,0.36419833053467726,24.94,0,5.950437081690051
2017-06-04,Eno River,2017-06-04T20:44:00Z,5.98,8.131554323604345,0.3673154511982556,24.9,0,5.931487421606499
2017-06-04,Eno River,2017-06-04T20:59:00Z,5.97,8.138751849605578,0.3673154511982556,24.86,0,5.9146758936696555
2017-06-04,Eno River,2017-06-04T21:14:00Z,5.96,8.145283344571434,0.36993755901287956,24.82,0,5.899737963796487
2017-06-04,Eno River,2017-06-04T21:29:00Z,5.93,8.152752739480338,0.36993755901287956,24.78,0,5.886564083441539
2017-06-04,Eno River,2017-06-04T21:44:00Z,5.96,8.156681116333386,0.36993755901287956,24.74,0,5.874422009113651
2017-06-04,Eno River,2017-06-04T21:59:00Z,5.95,8.162391176440282,0.36993755901287956,24.7,0,5.863192154260902
2017-06-04,Eno River,2017-06-04T22:14:00Z,5.87,8.16633094024672,0.36993755901287956,24.66,0,5.852817090742921
2017-06-04,Eno River,2017-06-04T22:29:00Z,5.78,8.176868525316523,0.36993755901287956,24.6,0,5.843357286094772
2017-06-04,Eno River,2017-06-04T22:44:00Z,5.83,8.18929304876272,0.3729413910794863,24.54,0,5.835591895636088
2017-06-04,Eno River,2017-06-04T22:59:00Z,5.92,8.202486667797768,0.381620745858403,24.42,0,5.831105065654593
2017-06-04,Eno River,2017-06-04T23:14:00Z,5.92,8.212676280302697,0.39877196891868144,24.36,0,5.832176664291231
2017-06-04,Eno River,2017-06-04T23:29:00Z,5.89,8.219905283878944,0.39877196891868144,24.3,0,5.83667355334031
2017-06-04,Eno River,2017-06-04T23:44:00Z,5.78,8.230049394774513,0.39877196891868144,24.22,0,5.841187923053682
2017-07-11,Arikaree River,NA,NA,NA,NA,NA,NA,NA
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T00:13:00Z,9.14,11.565228394280652,0.08823253968,8.91,0,9.14
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T00:28:00Z,9.14,11.563765182186234,0.08823253968,8.89,0,9.145809643765576
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T00:43:00Z,9.15,11.57202478816239,0.08823253968,8.87,0,9.14962071212982
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T00:58:00Z,9.16,11.58906882591093,0.08823253968,8.85,0,9.157419474499681
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T01:13:00Z,9.16,11.58906882591093,0.08823253968,8.83,0,9.164888220905356
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T01:28:00Z,9.16,11.587602783048704,0.08823253968,8.82,0,9.167460610005435
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T01:43:00Z,9.17,11.59585230146687,0.08823253968,8.8,0,9.169932349614301
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T01:58:00Z,9.17,11.600253004427579,0.08823253968,8.79,0,9.173915706722543
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T02:13:00Z,9.18,11.608497723823977,0.08823253968,8.77,0,9.178604983715626
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T02:28:00Z,9.18,11.60996585304161,0.08823253968,8.75,0,9.182668316535716
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T02:43:00Z,9.19,11.621143146181083,0.08823253968,8.73,0,9.187214693272578
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T02:58:00Z,9.19,11.6196737893539,0.08823253968,8.71,0,9.191209725097906
2017-07-18,Lower Knowton Fork Red Butte Creek,2017-07-18T03:13:00Z,9.19,11.6196737893539,0.08823253968,8.7,0,9.192160268475305
