MiniDOT Logger Concatenated Data File
Sensor:             7392-171833
Concatenation Date: 2018Jun19 17:22:22 EDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1528882740,           2018-06-13 09:39:00,           2018-06-13 05:39:00,      3.510000,     24.219000,          1.457000,                    17.379603,      0.997000
                1528883340,           2018-06-13 09:49:00,           2018-06-13 05:49:00,      3.510000,     24.219000,          1.467000,                    17.498886,      0.997000
                1528883940,           2018-06-13 09:59:00,           2018-06-13 05:59:00,      3.510000,     24.185000,          1.402000,                    16.712951,      0.996000
                1528884540,           2018-06-13 10:09:00,           2018-06-13 06:09:00,      3.500000,     24.135000,          1.314000,                    15.649323,      0.995000
                1528885140,           2018-06-13 10:19:00,           2018-06-13 06:19:00,      3.510000,     24.110000,          1.340000,                    15.951533,      0.996000
                1528885740,           2018-06-13 10:29:00,           2018-06-13 06:29:00,      3.500000,     24.017000,          1.329000,                    15.793136,      0.996000
                1528886340,           2018-06-13 10:39:00,           2018-06-13 06:39:00,      3.510000,     23.992000,          1.244000,                    14.776135,      0.995000
                1528886940,           2018-06-13 10:49:00,           2018-06-13 06:49:00,      3.510000,     23.917000,          1.228000,                    14.565642,      0.995000
                1528887540,           2018-06-13 10:59:00,           2018-06-13 06:59:00,      3.500000,     23.867000,          1.268000,                    15.026022,      0.996000
                1528888140,           2018-06-13 11:09:00,           2018-06-13 07:09:00,      3.510000,     23.842000,          1.204000,                    14.260931,      0.995000
                1528888740,           2018-06-13 11:19:00,           2018-06-13 07:19:00,      3.510000,     23.808000,          1.157000,                    13.695505,      0.995000
                1528889340,           2018-06-13 11:29:00,           2018-06-13 07:29:00,      3.510000,     23.758000,          1.114000,                    13.174154,      0.994000
                1528889940,           2018-06-13 11:39:00,           2018-06-13 07:39:00,      3.510000,     23.741000,          1.038000,                    12.271464,      0.993000
                1528890540,           2018-06-13 11:49:00,           2018-06-13 07:49:00,      3.510000,     23.691000,          1.041000,                    12.295387,      0.994000
                1528891140,           2018-06-13 11:59:00,           2018-06-13 07:59:00,      3.510000,     23.674000,          0.998000,                    11.783746,      0.993000
                1528891740,           2018-06-13 12:09:00,           2018-06-13 08:09:00,      3.510000,     23.641000,          0.951000,                    11.221842,      0.992000
                1528892340,           2018-06-13 12:19:00,           2018-06-13 08:19:00,      3.510000,     23.616000,          0.906000,                    10.685818,      0.991000
                1528892940,           2018-06-13 12:29:00,           2018-06-13 08:29:00,      3.510000,     23.582000,          0.915000,                    10.785072,      0.992000
                1528893540,           2018-06-13 12:39:00,           2018-06-13 08:39:00,      3.510000,     23.565000,          0.886000,                    10.439912,      0.992000
                1528894140,           2018-06-13 12:49:00,           2018-06-13 08:49:00,      3.510000,     23.524000,          0.884000,                    10.408313,      0.992000
                1528894740,           2018-06-13 12:59:00,           2018-06-13 08:59:00,      3.500000,     23.532000,          0.887000,                    10.445207,      0.992000
                1528895340,           2018-06-13 13:09:00,           2018-06-13 09:09:00,      3.510000,     23.515000,          0.870000,                    10.241740,      0.992000
                1528895940,           2018-06-13 13:19:00,           2018-06-13 09:19:00,      3.500000,     23.490000,          0.891000,                    10.484018,      0.993000
                1528896540,           2018-06-13 13:29:00,           2018-06-13 09:29:00,      3.500000,     23.482000,          0.922000,                    10.847148,      0.993000
                1528897140,           2018-06-13 13:39:00,           2018-06-13 09:39:00,      3.500000,     23.440000,          0.893000,                    10.497659,      0.992000
                1528897740,           2018-06-13 13:49:00,           2018-06-13 09:49:00,      3.500000,     23.407000,          0.985000,                    11.571964,      0.994000
                1528898340,           2018-06-13 13:59:00,           2018-06-13 09:59:00,      3.500000,     23.381000,          1.015000,                    11.918564,      0.994000
                1528898940,           2018-06-13 14:09:00,           2018-06-13 10:09:00,      3.500000,     23.373000,          1.072000,                    12.585983,      0.995000
                1528899540,           2018-06-13 14:19:00,           2018-06-13 10:19:00,      3.510000,     23.315000,          1.019000,                    11.950640,      0.994000
                1528900140,           2018-06-13 14:29:00,           2018-06-13 10:29:00,      3.500000,     23.340000,          1.010000,                    11.850681,      0.994000
                1528900740,           2018-06-13 14:39:00,           2018-06-13 10:39:00,      3.500000,     23.340000,          0.996000,                    11.686415,      0.994000
                1528901340,           2018-06-13 14:49:00,           2018-06-13 10:49:00,      3.500000,     23.348000,          0.959000,                    11.253980,      0.993000
                1528901940,           2018-06-13 14:59:00,           2018-06-13 10:59:00,      3.500000,     23.356000,          0.881000,                    10.340201,      0.993000
                1528902540,           2018-06-13 15:09:00,           2018-06-13 11:09:00,      3.510000,     23.365000,          0.854000,                    10.025007,      0.992000
                1528903140,           2018-06-13 15:19:00,           2018-06-13 11:19:00,      3.500000,     23.381000,          0.865000,                    10.157200,      0.992000
                1528903740,           2018-06-13 15:29:00,           2018-06-13 11:29:00,      3.500000,     23.381000,          0.941000,                    11.049625,      0.993000
                1528904340,           2018-06-13 15:39:00,           2018-06-13 11:39:00,      3.500000,     23.415000,          1.113000,                    13.077704,      0.995000
                1528904940,           2018-06-13 15:49:00,           2018-06-13 11:49:00,      3.500000,     23.440000,          1.237000,                    14.541550,      0.996000
                1528905540,           2018-06-13 15:59:00,           2018-06-13 11:59:00,      3.500000,     23.432000,          1.320000,                    15.514917,      0.996000
                1528906140,           2018-06-13 16:09:00,           2018-06-13 12:09:00,      3.500000,     23.448000,          1.603000,                    18.846903,      0.997000
                1528906740,           2018-06-13 16:19:00,           2018-06-13 12:19:00,      3.500000,     23.482000,          1.836000,                    21.600177,      0.997000
                1528907340,           2018-06-13 16:29:00,           2018-06-13 12:29:00,      3.500000,     23.515000,          1.828000,                    21.519426,      0.998000
                1528907940,           2018-06-13 16:39:00,           2018-06-13 12:39:00,      3.500000,     23.499000,          1.723000,                    20.277245,      0.997000
                1528908540,           2018-06-13 16:49:00,           2018-06-13 12:49:00,      3.510000,     23.557000,          1.712000,                    20.169796,      0.998000
                1528909140,           2018-06-13 16:59:00,           2018-06-13 12:59:00,      3.500000,     23.549000,          1.692000,                    19.931167,      0.998000
                1528909740,           2018-06-13 17:09:00,           2018-06-13 13:09:00,      3.500000,     23.557000,          1.791000,                    21.100528,      0.998000
                1528910340,           2018-06-13 17:19:00,           2018-06-13 13:19:00,      3.500000,     23.574000,          1.809000,                    21.319410,      0.998000
                1528910940,           2018-06-13 17:29:00,           2018-06-13 13:29:00,      3.500000,     23.591000,          1.814000,                    21.385172,      0.999000
                1528911540,           2018-06-13 17:39:00,           2018-06-13 13:39:00,      3.500000,     23.591000,          1.903000,                    22.434389,      0.999000
                1528912140,           2018-06-13 17:49:00,           2018-06-13 13:49:00,      3.500000,     23.607000,          1.971000,                    23.243029,      0.998000
                1528912740,           2018-06-13 17:59:00,           2018-06-13 13:59:00,      3.500000,     23.607000,          2.057000,                    24.257185,      0.999000
                1528913340,           2018-06-13 18:09:00,           2018-06-13 14:09:00,      3.500000,     23.632000,          2.086000,                    24.610729,      0.999000
                1528913940,           2018-06-13 18:19:00,           2018-06-13 14:19:00,      3.500000,     23.607000,          2.152000,                    25.377473,      0.999000
                1528914540,           2018-06-13 18:29:00,           2018-06-13 14:29:00,      3.500000,     23.632000,          2.188000,                    25.814130,      0.998000
                1528915140,           2018-06-13 18:39:00,           2018-06-13 14:39:00,      3.500000,     23.666000,          2.174000,                    25.665346,      0.999000
                1528915740,           2018-06-13 18:49:00,           2018-06-13 14:49:00,      3.500000,     23.683000,          2.297000,                    27.126093,      0.999000
                1528916340,           2018-06-13 18:59:00,           2018-06-13 14:59:00,      3.500000,     23.708000,          2.385000,                    28.178539,      0.998000
                1528916940,           2018-06-13 19:09:00,           2018-06-13 15:09:00,      3.500000,     23.699000,          2.255000,                    26.638101,      0.998000
                1528917540,           2018-06-13 19:19:00,           2018-06-13 15:19:00,      3.500000,     23.724000,          2.272000,                    26.851517,      0.999000
                1528918140,           2018-06-13 19:29:00,           2018-06-13 15:29:00,      3.500000,     23.750000,          2.384000,                    28.188932,      0.999000
                1528918740,           2018-06-13 19:39:00,           2018-06-13 15:39:00,      3.500000,     23.733000,          2.292000,                    27.092461,      0.999000
                1528919340,           2018-06-13 19:49:00,           2018-06-13 15:49:00,      3.500000,     23.741000,          2.358000,                    27.876795,      0.999000
                1528919940,           2018-06-13 19:59:00,           2018-06-13 15:59:00,      3.500000,     23.766000,          2.395000,                    28.327499,      0.999000
                1528920540,           2018-06-13 20:09:00,           2018-06-13 16:09:00,      3.500000,     23.750000,          2.512000,                    29.702432,      0.999000
                1528921140,           2018-06-13 20:19:00,           2018-06-13 16:19:00,      3.500000,     23.775000,          2.436000,                    28.817300,      0.999000
                1528921740,           2018-06-13 20:29:00,           2018-06-13 16:29:00,      3.500000,     24.713000,          7.932000,                    95.487387,      0.998000
                1528922340,           2018-06-13 20:39:00,           2018-06-13 16:39:00,      3.500000,     25.427000,          7.813000,                    95.299045,      0.998000
                1528922940,           2018-06-13 20:49:00,           2018-06-13 16:49:00,      3.500000,     25.941000,          7.739000,                    95.285981,      0.998000
