site,date,Year,DO.obs,DO.sat,depth,temp.water,discharge,PARmax,PARsum,temp.watermax
Pilgrim15,2019-06-10,2019,8.52553125,9.730769274,0.083787389,16.78388542,0.00455,1002.8572,38316.04797,20.923
Pilgrim15,2019-06-11,2019,8.491104167,9.656690581,0.083787389,17.14004688,0.00455,1003.567228,38374.43428,20.9685
Pilgrim15,2019-06-12,2019,8.866536458,10.05799679,0.083787389,15.17897917,0.00455,1004.221503,38428.20994,17.4475
Pilgrim15,2019-06-13,2019,8.805911458,10.00063088,0.083787389,15.46127604,0.00455,1004.820288,38477.37756,18.989
Pilgrim15,2019-06-14,2019,8.908348958,10.1937882,0.083787389,14.52576042,0.00455,1005.363824,38521.93971,16.153
Pilgrim15,2019-06-15,2019,8.89709375,10.07962795,0.083787389,15.11335417,0.00455,1005.852331,38561.89884,18.951
Pilgrim15,2019-06-16,2019,8.937895833,10.09175702,0.083787389,15.06225521,0.00455,1006.286007,38597.2573,18.964
Pilgrim15,2019-06-17,2019,8.956244792,10.09991185,0.083787389,14.97106771,0.00455,1006.665026,38628.0173,17.5445
Pilgrim15,2019-06-18,2019,8.766625,9.94013851,0.083787389,15.75476042,0.00455,1006.989539,38654.18087,19.2615
Pilgrim15,2019-06-19,2019,8.443260417,9.734016973,0.083787389,16.81614063,0.00455,1007.259675,38676.3629,21.47
Pilgrim15,2019-06-20,2019,8.587822917,9.846002354,0.083787389,16.21727604,0.00455,1007.475538,38694.29689,20.011
Pilgrim15,2019-06-21,2019,8.560859375,9.786261867,0.083787389,16.55963021,0.00455,1007.637207,38707.53353,21.115
Pilgrim15,2019-06-22,2019,8.5358125,9.720456396,0.083787389,16.86936979,0.00455,1007.744739,38716.07309,21.257
Pilgrim15,2019-06-23,2019,8.671984375,9.9734944,0.083787389,15.5385,0.00455,1007.798164,38719.91561,17.2065
Pilgrim15,2019-06-24,2019,8.679614583,10.06143797,0.083787389,15.11408854,0.00455,1007.797489,38719.06095,16.456
Pilgrim15,2019-06-25,2019,8.207338542,9.409167195,0.083787389,18.39182813,0.00455,1007.742696,38713.50875,22.2345
Pilgrim15,2019-06-26,2019,7.855109375,9.085751243,0.083787389,20.12967708,0.00455,1007.633741,38703.25842,23.924
Pilgrim15,2019-06-27,2019,7.709713542,8.986903853,0.083787389,20.64792708,0.00455,1007.470556,38688.30918,23.3925
Pilgrim15,2019-06-28,2019,7.628494792,8.896850134,0.083787389,21.21908333,0.00455,1007.253049,38668.66005,25.224
Pilgrim15,2019-06-29,2019,7.603088542,8.898431514,0.083787389,21.22301042,0.00455,1006.981102,38644.30984,25.46
Pilgrim15,2019-06-30,2019,8.02934375,9.315786056,0.083787389,18.81356771,0.00455,1006.654574,38615.25718,20.906
Pilgrim15,2019-07-01,2019,7.821026042,9.218299698,0.083787389,19.35199479,0.00455,1006.273299,38581.50053,22.159
Pilgrim15,2019-07-02,2019,7.63065625,8.974996269,0.083787389,20.77180729,0.00455,1005.837088,38543.03817,25.01
Pilgrim15,2019-07-03,2019,7.576010417,8.836155747,0.083787389,21.577125,0.00455,1005.345726,38499.86827,25.687
Pilgrim15,2019-07-04,2019,7.338223958,8.771166392,0.083787389,21.90974479,0.00455,1004.798979,38451.98885,25.493
Pilgrim15,2019-07-05,2019,7.332890625,8.638055083,0.083787389,22.70776042,0.00455,1004.196586,38399.39784,26.1215
Pilgrim15,2019-07-06,2019,7.679239583,9.031299907,0.083787389,20.48689583,0.00455,1003.538267,38342.09311,24.947
Pilgrim15,2019-07-07,2019,8.306166667,9.490706857,0.083787389,17.97153646,0.00455,1002.823718,38280.07245,21.541
Pilgrim15,2019-07-08,2019,8.003239583,9.2371548,0.083787389,19.33559375,0.00455,1002.052616,38213.44097,23.6265
Pilgrim15,2019-07-09,2019,7.487838542,8.779109699,0.083787389,21.88590104,0.00455,1001.224617,38143.16973,25.54
Pilgrim15,2019-07-10,2019,7.337640625,8.811842315,0.083787389,21.68935938,0.00455,1000.339356,38068.29452,25.696
Pilgrim15,2019-07-11,2019,7.908197917,9.170427472,0.083787389,19.66432292,0.00455,999.3964509,37988.81356,23.4925
Pilgrim15,2019-07-12,2019,7.660307292,8.989416301,0.083787389,20.68346875,0.00455,998.3955003,37904.72514,24.695
Pilgrim15,2019-07-13,2019,7.6271875,9.051621938,0.083787389,20.35660417,0.00455,997.3360862,37816.68633,24.905
Pilgrim15,2019-07-14,2019,7.76378125,8.899264852,0.083787389,21.2598125,0.00455,996.2177738,37725.80071,25.098
Pilgrim15,2019-07-15,2019,7.195828125,8.790475687,0.083787389,21.89082813,0.00455,995.0401134,37630.38197,27.684
Pilgrim15,2019-07-16,2019,7.402953125,9.055895834,0.083787389,20.23566146,0.00455,993.8026407,37530.42775,22.226
Pilgrim15,2019-07-17,2019,7.8388125,9.053563421,0.083787389,20.25344792,0.00455,992.5048782,37425.936,22.5895
Pilgrim15,2019-07-18,2019,7.725911458,9.046946013,0.083787389,20.26134375,0.00455,991.1463362,37316.90498,21.574
Pilgrim15,2019-07-19,2019,7.644270833,8.91672526,0.083787389,21.01538021,0.00455,989.7265141,37203.33334,22.7605
Pilgrim15,2019-07-20,2019,8.05475,9.246035084,0.083787389,19.18334375,0.00455,988.2449015,37085.22016,20.948
Pilgrim15,2019-07-21,2019,8.220463542,9.344609336,0.083787389,18.69573958,0.00455,986.7009795,36962.565,21.796
Pilgrim15,2019-07-22,2019,8.099088542,9.253051886,0.083787389,19.19185417,0.00455,985.0942221,36835.36799,22.435
Pilgrim15,2019-07-23,2019,7.920541667,9.091331288,0.083787389,20.06722917,0.00455,983.4240974,36703.62983,23.271
Pilgrim15,2019-07-24,2019,7.760895833,8.928430516,0.083787389,21.00156771,0.00455,981.6900691,36567.35189,24.309
Pilgrim15,2019-07-25,2019,7.532588542,8.78995968,0.083787389,21.79118229,0.00455,979.8915979,36426.53627,24.804
Pilgrim15,2019-07-26,2019,7.551114583,8.839777655,0.083787389,21.46973438,0.00455,978.0281431,36281.18582,23.752
Pilgrim15,2019-07-27,2019,7.458911458,8.855619066,0.083787389,21.40702083,0.00455,976.0991639,36132.26708,24.67
Pilgrim15,2019-07-28,2019,7.569494792,8.871335768,0.083787389,21.291125,0.00455,974.1041214,35983.67817,23.388
Pilgrim15,2019-07-29,2019,7.805463542,9.084615822,0.083787389,20.08877604,0.00455,972.0424796,35831.63452,22.727
Pilgrim15,2019-07-30,2019,8.136213542,9.424549705,0.083787389,18.31536979,0.00455,969.9137078,35675.24576,21.892
Pilgrim15,2019-07-31,2019,8.253776042,9.483692286,0.083787389,18.01360938,0.00455,967.7172814,35514.51732,21.591
Pilgrim15,2019-08-01,2019,8.08221875,9.296536379,0.083787389,18.953,0.00455,965.4526845,35349.45576,21.374
Pilgrim15,2019-08-02,2019,7.713942708,8.899955899,0.083787389,21.15622917,0.00455,963.1194111,35180.06875,24.368
Pilgrim15,2019-08-03,2019,7.97975,9.208195642,0.083787389,19.44236458,0.00455,960.716967,35006.3652,22.577
Pilgrim15,2019-08-04,2019,7.985328125,9.147810922,0.083787389,19.7670625,0.00455,958.2448718,34828.3553,22.786
Pilgrim15,2019-08-05,2019,8.031697917,9.306290783,0.083787389,18.85752083,0.00455,955.7026604,34646.05059,20.705
Pilgrim15,2019-08-06,2019,8.030796875,9.244598198,0.083787389,19.21873958,0.00455,953.0898851,34459.46403,21.9795
Pilgrim15,2019-08-07,2019,8.039302083,9.217356085,0.083787389,19.35680729,0.00455,950.4061175,34269.05567,21.9
Pilgrim15,2019-08-08,2019,8.08921875,9.265740507,0.083787389,19.09630208,0.00455,947.6509503,34078.48405,21.875
Pilgrim15,2019-08-09,2019,8.150385417,9.332857326,0.083787389,18.76550521,0.00455,944.8239991,33886.08441,22.042
Pilgrim15,2019-08-10,2019,8.159588542,9.316348415,0.083787389,18.86166146,0.00455,941.9249045,33691.15143,22.2885
Pilgrim15,2019-08-11,2019,7.991703125,9.118779513,0.083787389,19.93275,0.00455,938.953334,33492.1626,22.903
Pilgrim15,2019-08-12,2019,8.088802083,9.285821473,0.083787389,18.98172396,0.00455,935.908984,33289.13774,20.973
Pilgrim15,2019-08-13,2019,8.155328125,9.434879362,0.083787389,18.24895313,0.00455,932.7915814,33082.09848,21.2945
Pilgrim15,2019-08-14,2019,8.396369792,9.721401904,0.083787389,16.7786875,0.00455,929.6008858,32871.0683,19.752
Pilgrim15,2019-08-15,2019,8.187911458,9.521300041,0.083787389,17.79492188,0.00455,926.3366916,32656.07257,20.998
Pilgrim15,2019-08-16,2019,8.12075,9.686898045,0.083787389,16.90757813,0.00455,922.9988295,32437.13863,18.468
Pilgrim15,2019-08-17,2019,7.917630208,9.371368777,0.083787389,18.55947396,0.00455,919.5871685,32219.13637,21.224
Pilgrim15,2019-08-18,2019,8.239635417,9.748736444,0.083787389,16.59910417,0.00455,916.1016179,31997.86205,17.6845
Pilgrim15,2019-08-19,2019,8.30009375,9.462669046,0.083787389,18.06158333,0.00455,912.5421291,31772.83086,20.463
Pilgrim15,2019-08-20,2019,8.199348958,9.462873979,0.083787389,18.04857292,0.00455,908.9086975,31544.94258,20.0405
Pilgrim15,2019-08-21,2019,8.430223958,9.607428198,0.083787389,17.35980208,0.00455,905.2013639,31316.64518,20.3835
Pilgrim15,2019-08-22,2019,8.840875,9.997302142,0.083787389,15.46269271,0.00455,901.4202168,31084.72205,18.3
Pilgrim15,2019-08-23,2019,9.220348958,10.27934903,0.083787389,14.16283854,0.00455,897.5653936,30849.21224,16.4515
Pilgrim15,2019-08-24,2019,9.152520833,10.21031133,0.083787389,14.48031771,0.00455,893.6370825,30610.1571,17.092
Pilgrim15,2019-08-25,2019,8.736411458,9.827524998,0.083787389,16.26940104,0.00455,889.635524,30371.67525,18.577
Pilgrim15,2019-08-26,2019,8.50884375,9.80141451,0.083787389,16.35034375,0.00455,885.5610126,30131.6996,17.57
Pilgrim15,2019-08-27,2019,8.442317708,9.730482767,0.083787389,16.71089583,0.00455,881.4138979,29888.38631,18.699
Pilgrim15,2019-08-28,2019,8.98734375,10.24454613,0.083787389,14.28096875,0.00455,877.1945865,29641.78355,15.242
Pilgrim15,2019-08-29,2019,9.066807292,10.31221239,0.083787389,13.98806771,0.00455,872.9035428,29391.94186,15.7265
Pilgrim15,2019-08-30,2019,9.071177083,10.16458477,0.083787389,14.67355729,0.00455,868.5412906,29138.91417,17.262
Pilgrim15,2019-08-31,2019,9.087588542,10.11293522,0.083787389,14.91344792,0.00455,864.1084142,28882.88702,17.422
Pilgrim15,2019-09-01,2019,8.9781875,10.03316814,0.083787389,15.25697917,0.00455,859.6055593,28628.04523,16.524
Pilgrim15,2019-09-02,2019,8.91309375,10.08798221,0.083787389,15.00626042,0.00455,855.0334342,28376.54504,16.889
Pilgrim15,2019-09-03,2019,8.929541667,10.42025722,0.083787389,13.50351042,0.00455,850.3928105,28122.16138,14.328
Pilgrim15,2019-09-04,2019,9.273026042,10.43979495,0.083787389,13.45369271,0.00455,845.7557462,27864.95566,15.602
Pilgrim15,2019-09-05,2019,9.25185,10.34262628,0.083787389,13.86079444,0.00455,841.0545872,27604.9917,NA
Pilgrim15,2019-09-06,2019,NA,NA,NA,NA,NA,805.4825934,10414.57235,NA
Pilgrim16,2019-05-31,2019,9.512282051,11.11470115,0.189416468,10.71415385,0.072930026,223.3151644,675.1790069,13.7105
Pilgrim16,2019-06-01,2019,9.770390625,11.13335861,0.189416468,10.66658854,0.07293,994.3486906,37583.78705,13.497
Pilgrim16,2019-06-02,2019,9.94190625,11.27679328,0.189416468,10.14265625,0.07293,995.5449715,37683.73617,13.663
Pilgrim16,2019-06-03,2019,10.15836458,11.46884277,0.189416468,9.381723958,0.07293,996.6811834,37779.05573,11.729
Pilgrim16,2019-06-04,2019,9.583651042,10.99368272,0.189416468,11.21675,0.07293,997.7578019,37869.74733,14.59
Pilgrim16,2019-06-05,2019,9.5406875,11.00685971,0.189416468,11.11623958,0.07293,998.7752898,37955.81287,13.41
Pilgrim16,2019-06-06,2019,9.263088542,10.63152156,0.189416468,12.71958333,0.07293,999.734096,38037.25447,16.439
Pilgrim16,2019-06-07,2019,9.148625,10.47157431,0.189416468,13.36908854,0.07293,1000.634654,38114.07443,16.524
Pilgrim16,2019-06-08,2019,8.815692708,10.13739552,0.189416468,14.86804167,0.07293,1001.477383,38186.27522,18.446
Pilgrim16,2019-06-09,2019,9.107296875,10.45056587,0.189416468,13.39999479,0.07293,1002.262682,38253.85942,15.313
Pilgrim16,2019-06-10,2019,9.274041667,10.60677345,0.189416468,12.77132292,0.07293,1003.010355,38316.82965,15.843
Pilgrim16,2019-06-11,2019,9.120916667,10.51680339,0.189416468,13.18127083,0.07293,1003.719839,38375.18859,16.129
Pilgrim16,2019-06-12,2019,9.117322917,10.61213566,0.189416468,12.70833854,0.07293,1004.373609,38428.9389,14.392
Pilgrim16,2019-06-13,2019,8.900791667,10.55134554,0.189416468,13.01876042,0.07293,1004.971929,38478.08322,15.826
Pilgrim16,2019-06-14,2019,8.926015625,10.66161555,0.189416468,12.49559375,0.07293,1005.515041,38522.6241,13.98
Pilgrim16,2019-06-15,2019,9.474708333,10.91109083,0.189416468,11.52070833,0.07293,1006.003163,38562.56402,14.175
Pilgrim16,2019-06-16,2019,9.633177083,11.0037922,0.189416468,11.14761979,0.07293,1006.436493,38597.90533,13.732
Pilgrim16,2019-06-17,2019,9.221135417,10.81348553,0.189416468,11.9375,0.07293,1006.815207,38628.65025,14.2445
Pilgrim16,2019-06-18,2019,8.612088542,10.39642434,0.189416468,13.6435625,0.07293,1007.139456,38654.80081,15.783
Pilgrim16,2019-06-19,2019,8.553973958,10.30725044,0.189416468,14.07903646,0.07293,1007.409368,38676.78913,17.05
Pilgrim16,2019-06-20,2019,8.831645833,10.40352789,0.189416468,13.62633854,0.07293,1007.625048,38694.7144,16.069
Pilgrim16,2019-06-21,2019,9.182401042,10.59218656,0.189416468,12.83523958,0.07293,1007.786575,38707.94443,15.6725
Pilgrim16,2019-06-22,2019,9.407036458,10.74327198,0.189416468,12.22716146,0.07293,1007.894006,38716.47949,15.321
Pilgrim16,2019-06-23,2019,9.478947917,10.93850242,0.189416468,11.36692708,0.07293,1007.947371,38720.31963,12.673
Pilgrim16,2019-06-24,2019,9.338791667,10.89996661,0.189416468,11.50784896,0.07293,1007.946678,38719.4647,12.337
Pilgrim16,2019-06-25,2019,8.866197917,10.33331233,0.189416468,13.94939063,0.07293,1007.891907,38713.91435,16.694
Pilgrim16,2019-06-26,2019,8.786692708,10.15564945,0.189416468,14.73030208,0.07293,1007.783015,38703.66799,17.338
Pilgrim16,2019-06-27,2019,8.912479167,10.23357908,0.189416468,14.35465625,0.07293,1007.619935,38688.72484,16.367
Pilgrim16,2019-06-28,2019,8.832619792,10.131767,0.189416468,14.84120313,0.07293,1007.402574,38669.08391,17.566
Pilgrim16,2019-06-29,2019,8.831739583,10.12200431,0.189416468,14.89565104,0.07293,1007.130814,38644.74402,17.718
Pilgrim16,2019-06-30,2019,9.153734375,10.47815056,0.189416468,13.26313542,0.07293,1006.804514,38615.7038,14.5945
Pilgrim16,2019-07-01,2019,8.9463125,10.29818132,0.189416468,14.05036458,0.07293,1006.423508,38581.9617,15.467
Pilgrim16,2019-07-02,2019,8.820682292,10.15867625,0.189416468,14.72935938,0.07293,1005.987607,38543.516,17.498
Pilgrim16,2019-07-03,2019,8.771114583,10.08290138,0.189416468,15.06784375,0.07293,1005.496596,38500.36486,17.709
Pilgrim16,2019-07-04,2019,8.726354167,10.10166044,0.189416468,14.96168229,0.07293,1004.95024,38452.50631,17.186
Pilgrim16,2019-07-05,2019,8.651057292,9.958183392,0.189416468,15.61944271,0.07293,1004.34828,38399.93826,17.6545
Pilgrim16,2019-07-06,2019,8.987526042,10.23187316,0.189416468,14.37070313,0.07293,1003.690434,38342.65858,16.541
Pilgrim16,2019-07-07,2019,9.376088542,10.63132273,0.189416468,12.63752604,0.07293,1002.976398,38280.66506,14.659
Pilgrim16,2019-07-08,2019,9.18334375,10.45163695,0.189416468,13.42858854,0.07293,1002.20585,38214.23936,15.929
Pilgrim16,2019-07-09,2019,8.851067708,10.1614129,0.189416468,14.70046875,0.07293,1001.378444,38143.99888,16.957
Pilgrim16,2019-07-10,2019,8.692526042,10.04157118,0.189416468,15.23019271,0.07293,1000.493816,38069.15647,17.253
Pilgrim16,2019-07-11,2019,8.980770833,10.29118127,0.189416468,14.10009896,0.07293,999.5515832,37989.71035,16.159
Pilgrim16,2019-07-12,2019,8.89678125,10.22597003,0.189416468,14.42042708,0.07293,998.5513443,37905.65878,16.923
Pilgrim16,2019-07-13,2019,8.959192708,10.22710036,0.189416468,14.38811979,0.07293,997.4926806,37817.89747,16.541
Pilgrim16,2019-07-14,2019,8.969166667,10.23504645,0.189416468,14.37382813,0.07293,996.3751574,37727.05242,16.6605
Pilgrim16,2019-07-15,2019,8.209359375,9.783226162,0.189416468,16.43076042,0.07293,995.1983244,37631.67621,18.526
Pilgrim16,2019-07-16,2019,8.245932292,9.725364882,0.189416468,16.73069792,0.07293,993.961717,37531.76647,18.559
Pilgrim16,2019-07-17,2019,8.700307292,10.05010535,0.189416468,15.18163021,0.07293,992.6648574,37427.32114,17.0035
Pilgrim16,2019-07-18,2019,8.650442708,10.10946784,0.189416468,14.89453125,0.07293,991.3072555,37318.33846,16.001
Pilgrim16,2019-07-19,2019,8.603661458,10.0104399,0.189416468,15.35042188,0.07293,989.8884104,37204.81708,16.4775
Pilgrim16,2019-07-20,2019,8.929296875,10.28348865,0.189416468,14.10548438,0.07293,988.4078112,37086.75605,15.047
Pilgrim16,2019-07-21,2019,9.108208333,10.39120165,0.189416468,13.64396875,0.07293,986.8649385,36964.15492,15.124
Pilgrim16,2019-07-22,2019,9.070364583,10.33288601,0.189416468,13.91736458,0.07293,985.259266,36837.01379,15.822
Pilgrim16,2019-07-23,2019,9.022432292,10.25428809,0.189416468,14.25831771,0.07293,983.5902613,36705.33336,16.091
Pilgrim16,2019-07-24,2019,8.896786458,10.1167822,0.189416468,14.8843125,0.07293,981.8573875,36569.11498,16.8895
Pilgrim16,2019-07-25,2019,8.831880208,10.0621544,0.189416468,15.13992708,0.07293,980.0601049,36428.36071,17.126
Pilgrim16,2019-07-26,2019,8.720848958,9.999181066,0.189416468,15.40671354,0.07293,978.1978721,36283.07341,16.72
Pilgrim16,2019-07-27,2019,8.569833333,9.950040881,0.189416468,15.64857813,0.07293,976.2701481,36134.3672,17.465
Pilgrim16,2019-07-28,2019,8.732046875,10.09144818,0.189416468,14.98085938,0.07293,974.276393,35986.06073,16.2395
Pilgrim16,2019-07-29,2019,8.5976875,9.995136784,0.189416468,15.42396354,0.07293,972.2160706,35834.08382,16.707
Pilgrim16,2019-07-30,2019,9.102203125,10.38595158,0.189416468,13.67116146,0.07293,970.0886494,35677.76345,15.304
Pilgrim16,2019-07-31,2019,9.281557292,10.51932816,0.189416468,13.11201563,0.07293,967.8936042,35517.10504,15.115
Pilgrim16,2019-08-01,2019,9.216807292,10.45086306,0.189416468,13.39920313,0.07293,965.6304185,35352.1151,15.038
Pilgrim16,2019-08-02,2019,8.84003125,10.10389868,0.189416468,14.94371354,0.07293,963.2985857,35182.80129,16.872
Pilgrim16,2019-08-03,2019,9.043135417,10.2922519,0.189416468,14.07765625,0.07293,960.8976108,35009.17249,15.557
Pilgrim16,2019-08-04,2019,9.06290625,10.34429881,0.189416468,13.86633333,0.07293,958.4270128,34831.23888,15.698
Pilgrim16,2019-08-05,2019,8.749796875,10.17756825,0.189416468,14.58523958,0.07293,955.8863258,34649.01194,15.809
Pilgrim16,2019-08-06,2019,8.84528125,10.21900154,0.189416468,14.40809375,0.07293,953.2751016,34462.50462,16.099
Pilgrim16,2019-08-07,2019,8.893260417,10.25947181,0.189416468,14.22627604,0.07293,950.5929108,34272.29796,15.788
Pilgrim16,2019-08-08,2019,8.955786458,10.29949803,0.189416468,14.04277083,0.07293,947.8393455,34081.80745,15.441
Pilgrim16,2019-08-09,2019,9.083317708,10.38949691,0.189416468,13.65497396,0.07293,945.0140205,33889.68021,15.334
Pilgrim16,2019-08-10,2019,9.142135417,10.42566197,0.189416468,13.50933333,0.07293,942.1165756,33694.82985,15.433
Pilgrim16,2019-08-11,2019,9.015380208,10.28354054,0.189416468,14.12978125,0.07293,939.1466776,33495.92489,15.903
Pilgrim16,2019-08-12,2019,9.159885417,10.44324832,0.189416468,13.41317188,0.07293,936.1040219,33292.98515,14.6635
Pilgrim16,2019-08-13,2019,9.198723958,10.48787396,0.189416468,13.23091667,0.07293,932.9883347,33086.03222,14.8875
Pilgrim16,2019-08-14,2019,9.45703125,10.72220007,0.189416468,12.24668229,0.07293,929.7993748,32875.08954,13.88
Pilgrim16,2019-08-15,2019,9.359260417,10.64159148,0.189416468,12.590875,0.07293,926.5369357,32660.18245,14.469
Pilgrim16,2019-08-16,2019,9.3708125,10.71489145,0.189416468,12.26132292,0.07293,923.2008472,32441.33824,13.182
Pilgrim16,2019-08-17,2019,9.207885417,10.5531776,0.189416468,12.95894792,0.07293,919.7909775,32223.52029,14.694
Pilgrim16,2019-08-18,2019,9.030640625,10.58328574,0.189416468,12.81471354,0.07293,916.3072351,32002.33671,14.032
Pilgrim16,2019-08-19,2019,9.131765625,10.47044817,0.189416468,13.30814583,0.07293,912.7495704,31777.39724,14.9905
Pilgrim16,2019-08-20,2019,9.1616875,10.46732317,0.189416468,13.30806771,0.07293,909.1179778,31549.76056,14.504
Pilgrim16,2019-08-21,2019,9.285119792,10.57691695,0.189416468,12.85211979,0.07293,905.4124975,31321.55516,14.521
Pilgrim16,2019-08-22,2019,9.655223958,10.89902312,0.189416468,11.52489583,0.07293,901.6332168,31089.72487,13.042
Pilgrim16,2019-08-23,2019,9.844989583,11.04044929,0.189416468,10.96646354,0.07293,897.7802722,30854.3087,12.435
Pilgrim16,2019-08-24,2019,9.752989583,10.96642137,0.189416468,11.27358333,0.07293,893.8538512,30615.34797,13.2
Pilgrim16,2019-08-25,2019,9.494682292,10.74495742,0.189416468,12.16256771,0.07293,889.8541932,30377.0282,13.967
Pilgrim16,2019-08-26,2019,9.373494792,10.73663813,0.189416468,12.17656771,0.07293,885.7815918,30137.14719,13.235
Pilgrim16,2019-08-27,2019,9.202578125,10.63012644,0.189416468,12.61745313,0.07293,881.6363958,29893.92919,13.828
Pilgrim16,2019-08-28,2019,9.347421875,10.86827918,0.189416468,11.63760417,0.07293,877.4190106,29647.42233,12.47
Pilgrim16,2019-08-29,2019,9.525494792,10.96496212,0.189416468,11.25435938,0.07293,873.1298999,29397.6771,12.417
Pilgrim16,2019-08-30,2019,9.683526042,10.96439666,0.189416468,11.26731771,0.07293,868.7695865,29144.74638,12.884
Pilgrim16,2019-08-31,2019,9.76409375,10.97435801,0.189416468,11.22928125,0.07293,864.3386537,28888.93989,12.827
Pilgrim16,2019-09-01,2019,9.691166667,10.95239901,0.189416468,11.30980729,0.07293,859.8377464,28634.23485,12.337
Pilgrim16,2019-09-02,2019,9.670145833,10.93992008,0.189416468,11.35172396,0.07293,855.2675718,28382.82979,12.39
Pilgrim16,2019-09-03,2019,9.343901042,10.94980881,0.189416468,11.31313542,0.07293,850.6289008,28128.54159,12.32
Pilgrim16,2019-09-04,2019,9.726296875,11.06193988,0.189416468,10.8823125,0.07293,845.9911897,27871.43162,12.426
Pilgrim16,2019-09-05,2019,9.770604167,11.10715577,0.189416468,10.70973438,0.07293,841.2920093,27611.56367,11.9245
Pilgrim16,2019-09-06,2019,9.5663125,11.03538798,0.189416468,10.9675,0.07293,836.5280188,18635.70952,NA
Pilgrim1,2020-05-28,2020,9.189734568,10.2565144,NA,14.25861728,NA,989.9952218,33069.80379,16.0845
Pilgrim1,2020-05-29,2020,9.721984375,10.59926476,NA,12.7525,NA,991.3779204,37366.49949,14.385
Pilgrim1,2020-05-30,2020,10.08476563,10.85864228,NA,11.73670313,NA,992.6989994,37475.8597,14.264
Pilgrim1,2020-05-31,2020,9.740505208,10.47751348,NA,13.33569792,NA,993.958964,37580.58401,16.646
Pilgrim1,2020-06-01,2020,9.623067708,10.5797816,NA,12.82499479,NA,995.1583098,37680.67324,13.795
Pilgrim1,2020-06-02,2020,8.952614583,9.783815123,NA,16.47881771,NA,996.297522,37776.1286,19.285
Pilgrim1,2020-06-03,2020,8.910401042,9.698424917,NA,16.93509896,NA,997.3770737,37866.95161,20.707
Pilgrim1,2020-06-04,2020,9.046822917,9.800562809,0.389726063,16.42160938,1.205661899,998.3974252,37953.14409,20.0585
Pilgrim1,2020-06-05,2020,9.166052083,9.894769569,0.444724456,15.97348958,2.025687383,999.3590231,38034.70808,19.762
Pilgrim1,2020-06-06,2020,9.937234375,10.54795864,0.444781437,13.01192188,2.02693809,1000.262299,38111.64583,15.957
Pilgrim1,2020-06-07,2020,10.45010417,11.17034722,0.444836823,10.45345313,2.028188796,1001.107667,38183.95972,11.188
Pilgrim1,2020-06-08,2020,9.584395833,10.14926528,0.444890702,14.77820313,2.029439502,1001.895528,38251.65225,17.5985
Pilgrim1,2020-06-09,2020,9.10003125,9.71197561,0.444943155,16.83205208,2.030690208,1002.626262,38314.72598,19.745
Pilgrim1,2020-06-10,2020,9.136255208,10.39615166,0.533345397,13.61870833,2.782472396,1003.300231,38373.18352,14.731
Pilgrim1,2020-06-11,2020,9.437276042,10.51299971,0.401258217,13.17025,0.946652573,1003.933639,38427.02746,15.795
Pilgrim1,2020-06-12,2020,9.827151042,10.6688025,0.365685072,12.52455729,0.683911219,1004.534187,38476.26038,15.555
Pilgrim1,2020-06-13,2020,9.846854167,10.67613452,0.346490641,12.49638542,0.569704531,1005.079431,38520.88476,15.701
Pilgrim1,2020-06-14,2020,9.72615625,10.48481,0.334704247,13.31857813,0.505812938,1005.569589,38560.90302,17.028
Pilgrim1,2020-06-15,2020,9.588760417,10.18407559,0.337784395,14.57970833,0.522200031,1006.004855,38596.31745,16.6205
Pilgrim1,2020-06-16,2020,8.835489583,9.467988581,0.338540972,18.07904688,0.525756729,1006.385404,38627.13019,21.362
Pilgrim1,2020-06-17,2020,8.694380208,9.32354217,0.330821699,18.83710938,0.486207552,1006.711384,38653.34324,22.473
Pilgrim1,2020-06-18,2020,8.643572917,9.178678677,0.322592561,19.59518229,0.446333021,1006.982922,38674.95839,23.079
Pilgrim1,2020-06-19,2020,8.919859375,9.667812481,0.319546766,17.02316146,0.431948156,1007.200119,38692.8596,18.806
Pilgrim1,2020-06-20,2020,9.365052083,10.09299402,0.320621805,14.96753646,0.43689624,1007.363055,38706.135,16.11
Pilgrim1,2020-06-21,2020,8.929010417,9.635038596,0.325562318,17.20028646,0.461050448,1007.471783,38714.70975,20.5355
Pilgrim1,2020-06-22,2020,8.975885417,9.671559735,0.32262352,17.01565625,0.446583458,1007.526332,38718.58385,19.674
Pilgrim1,2020-06-23,2020,9.169953125,9.919523459,0.317892122,15.81222396,0.424429208,1007.526708,38717.7571,18.319
Pilgrim1,2020-06-24,2020,9.202854167,9.909551852,0.314974566,15.87010417,0.411354958,1007.472889,38712.2291,18.823
Pilgrim1,2020-06-25,2020,8.847848958,9.678793828,0.312689106,17.00746354,0.401265708,1007.364831,38701.99922,20.464
Pilgrim1,2020-06-26,2020,8.683401042,9.504578393,0.312787031,17.86041667,0.401678031,1007.202465,38687.06664,20.857
Pilgrim1,2020-06-27,2020,8.456041667,9.31127629,0.310399566,18.90959375,0.391350313,1006.985696,38667.43033,22.878
Pilgrim1,2020-06-28,2020,8.501401042,9.302515992,0.309236673,18.95313021,0.386384146,1006.714406,38643.08906,23.02
Pilgrim1,2020-06-29,2020,8.071177083,9.20182756,0.309658235,19.43798958,0.38816899,1006.388451,38614.04143,21.934
