site,date,Year,GPP_mean,GPP_sd,GPP_2.5pct,GPP_50pct,GPP_97.5pct,ER_mean,ER_sd,ER_2.5pct,ER_50pct,ER_97.5pct,K600_daily_mean,K600_daily_sd,K600_daily_2.5pct,K600_daily_50pct,K600_daily_97.5pct,warnings,errors,AR_mean,AR_2.5pct,AR_97.5pct,HR_mean,HR_2.5pct,HR_97.5pct
Pilgrim1,2019-05-31,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data don't start when expected,NA,NA,NA,NA,NA,NA
Pilgrim1,2019-06-01,2019,5.892635466,0.593685386,4.749224964,5.886396033,7.03806965,-8.47279491,0.842901411,-10.10294471,-8.449454347,-6.893314259,18.76899621,1.361386005,16.17767202,18.72698714,21.45231866,NA,NA,-3.653433989,-5.008740146,-2.828465024,-4.819360921,-3.464054764,-5.644329886
Pilgrim1,2019-06-02,2019,5.171792471,0.572969116,4.143662397,5.159710573,6.400773543,-7.915868167,0.837694998,-9.6787282,-7.879771595,-6.371985781,18.42402817,1.364409068,15.85589757,18.36887407,21.22437567,NA,NA,-3.206511332,-4.3960236,-2.482460386,-4.709356835,-3.519844567,-5.433407781
Pilgrim1,2019-06-03,2019,4.983872339,0.571362015,3.916938372,4.972789392,6.171348771,-8.61472469,0.895285467,-10.41181547,-8.624960632,-6.929402491,18.87631668,1.475095309,16.15990042,18.83549266,21.90337573,NA,NA,-3.09000085,-4.236291488,-2.392258723,-5.52472384,-4.378433202,-6.222465968
Pilgrim1,2019-06-04,2019,6.040719218,0.594464412,4.922451405,6.028095117,7.204644551,-9.949865482,0.908565411,-11.83035123,-9.919863106,-8.163878307,18.42681557,1.369442809,15.83158804,18.39487006,21.32874716,NA,NA,-3.745245915,-5.134611336,-2.899545225,-6.204619566,-4.815254146,-7.050320257
Pilgrim1,2019-06-05,2019,4.607294458,0.495971098,3.603641901,4.606484463,5.530545702,-9.016750317,0.824265015,-10.63638674,-9.039403389,-7.388855329,17.90206152,1.282551328,15.30692447,17.91878283,20.39921144,NA,NA,-2.856522564,-3.916200289,-2.21150134,-6.160227754,-5.100550028,-6.805248978
Pilgrim1,2019-06-06,2019,6.597383121,0.623399323,5.387281046,6.57197864,7.863564246,-10.08963138,0.91009835,-11.8852147,-10.05724874,-8.355073509,18.64646167,1.351817334,15.97726723,18.61024558,21.40410392,NA,NA,-4.090377535,-5.607775653,-3.166743898,-5.999253846,-4.481855728,-6.922887483
Pilgrim1,2019-06-07,2019,7.37603582,0.675025636,6.027222148,7.374059329,8.6880445,-10.82796783,0.956158906,-12.78708696,-10.84437033,-8.960169041,19.01497184,1.35612851,16.4317879,18.971359,21.77900968,NA,NA,-4.573142208,-6.269630447,-3.540497194,-6.25482562,-4.558337381,-7.287470635
Pilgrim1,2019-06-08,2019,7.404839817,0.665914637,6.138221266,7.398807976,8.802377161,-11.96590461,1.002432529,-14.05924036,-11.93788631,-10.10481899,18.65701551,1.315177186,16.28523402,18.60644216,21.37320371,NA,NA,-4.591000687,-6.294113844,-3.554323112,-7.374903922,-5.671790764,-8.411581496
Pilgrim1,2019-06-09,2019,6.183420927,0.58525949,5.066008818,6.1796628,7.339954002,-11.66061327,1.00679719,-13.75079083,-11.67193964,-9.70798132,18.98600401,1.347230457,16.45096286,18.94363904,21.70352438,NA,NA,-3.833720975,-5.255907788,-2.968042045,-7.826892297,-6.404705484,-8.692571227
Pilgrim1,2019-06-10,2019,5.854650005,0.566312542,4.730414497,5.859610093,6.956699172,-10.92631728,0.940324414,-12.75716964,-10.92309548,-9.055620504,18.78117967,1.319985713,16.12345631,18.76361409,21.45789185,NA,NA,-3.629883003,-4.976452504,-2.810232003,-7.296434272,-5.949864771,-8.116085273
Pilgrim1,2019-06-11,2019,5.700593021,0.603311397,4.508723329,5.718949009,6.855293441,-11.44506014,1.045555829,-13.51909343,-11.43569011,-9.435627933,18.96521056,1.432831916,16.27970136,18.90033621,21.83033738,NA,NA,-3.534367673,-4.845504068,-2.73628465,-7.910692471,-6.599556076,-8.708775494
Pilgrim1,2019-06-12,2019,4.253521038,0.475037174,3.349612246,4.24607577,5.151482535,-9.619536206,0.862752474,-11.35274588,-9.602711069,-7.978113099,17.6899356,1.289812507,15.09739356,17.67992806,20.24356269,NA,NA,-2.637183043,-3.615492882,-2.041690098,-6.982353162,-6.004043324,-7.577846108
Pilgrim1,2019-06-13,2019,5.857817765,0.592486132,4.687165044,5.86047879,7.026525843,-11.26142566,1.009199413,-13.21209603,-11.26477267,-9.308412607,19.05688893,1.384594451,16.38317512,19.05766409,21.71953186,NA,NA,-3.631847014,-4.9791451,-2.811752527,-7.629578644,-6.282280558,-8.449673131
Pilgrim1,2019-06-14,2019,3.272224647,0.463340395,2.382919009,3.26771819,4.211060755,-10.11817238,0.919555419,-11.89804783,-10.09454955,-8.332845045,18.33957491,1.350879104,15.77154398,18.29377265,21.00781856,NA,NA,-2.028779281,-2.78139095,-1.570667831,-8.0893931,-7.336781431,-8.547504551
Pilgrim1,2019-06-15,2019,6.811489469,0.650206607,5.569737981,6.806477331,8.10036042,-11.57709352,1.023670421,-13.72754055,-11.52647966,-9.709946425,18.64051942,1.340919605,16.22625318,18.62080276,21.35366265,NA,NA,-4.223123471,-5.789766049,-3.269514945,-7.353970045,-5.787327468,-8.307578571
Pilgrim1,2019-06-16,2019,8.409116634,0.655216783,7.125789365,8.419424606,9.75347065,-12.06232716,0.953738006,-14.02569666,-12.0398112,-10.19240055,19.0600704,1.251482255,16.5614336,19.04610282,21.67438252,NA,NA,-5.213652313,-7.147749139,-4.036375984,-6.848674844,-4.914578019,-8.025951173
Pilgrim1,2019-06-17,2019,8.039241248,0.642361643,6.807670122,8.020917438,9.358551853,-11.68866315,0.925687337,-13.52780767,-11.66928413,-9.928122053,19.0758654,1.261920687,16.78789266,19.03293614,21.74243512,NA,NA,-4.984329574,-6.833355061,-3.858835799,-6.70433358,-4.855308093,-7.829827354
Pilgrim1,2019-06-18,2019,8.541035751,0.716752461,7.11203612,8.538166179,9.94217159,-12.10325177,1.000312232,-14.06613027,-12.08120686,-10.12709426,18.79184367,1.301179788,16.22908205,18.76887698,21.41909709,NA,NA,-5.295442166,-7.259880389,-4.099697161,-6.807809602,-4.843371379,-8.003554607
Pilgrim1,2019-06-19,2019,10.41615404,0.813804134,8.844690799,10.39360688,12.052977,-14.24614964,1.104865413,-16.46129354,-14.26116024,-12.13488929,19.31079084,1.299832291,16.9034172,19.29692122,21.90192151,NA,NA,-6.458015508,-8.853730938,-4.999753941,-7.788134129,-5.392418699,-9.246395696
Pilgrim1,2019-06-20,2019,8.647719768,0.77427999,7.142776392,8.645178209,10.15311173,-12.90496286,1.140389146,-15.16345354,-12.89787192,-10.73602462,17.108265,1.262442875,14.70564616,17.08913438,19.6037766,NA,NA,-5.361586256,-7.350561802,-4.150905488,-7.543376601,-5.554401054,-8.754057368
Pilgrim1,2019-06-21,2019,7.418186963,0.610156267,6.207690529,7.415477534,8.620557295,-9.906939464,0.832783346,-11.51257393,-9.886842257,-8.323644649,17.44225169,1.098662731,15.26127563,17.41929275,19.68334126,NA,NA,-4.599275917,-6.305458918,-3.560729742,-5.307663547,-3.601480545,-6.346209722
Pilgrim1,2019-06-22,2019,6.956298559,0.607063198,5.760647273,6.931938975,8.212417921,-10.03218803,0.865785928,-11.74870575,-10.03970379,-8.396299586,17.3863421,1.170635726,15.08853237,17.39714202,19.7789004,NA,NA,-4.312905106,-5.912853775,-3.339023308,-5.719282924,-4.119334255,-6.693164722
Pilgrim1,2019-06-23,2019,4.825784495,0.505705171,3.811358812,4.821707076,5.796352029,-10.73200537,0.931857771,-12.642985,-10.71939054,-8.992856596,17.71716606,1.267116588,15.2781168,17.6640013,20.27694726,NA,NA,-2.991986387,-4.101916821,-2.316376558,-7.740018979,-6.630088545,-8.415628808
Pilgrim1,2019-06-24,2019,3.309945962,0.496527965,2.356485817,3.311114963,4.253057538,-10.41058791,1.020006364,-12.37594746,-10.42053122,-8.417242647,18.64510285,1.488425186,15.70097782,18.65482914,21.49769266,NA,NA,-2.052166497,-2.813454068,-1.588774062,-8.358421411,-7.59713384,-8.821813846
Pilgrim1,2019-06-25,2019,6.490335424,0.638692671,5.271685912,6.486142378,7.718445826,-12.6495635,1.083758475,-14.77292478,-12.63997546,-10.55846823,18.79948232,1.3799129,16.11816237,18.78622423,21.56344689,NA,NA,-4.024007963,-5.516785111,-3.115361004,-8.625555537,-7.13277839,-9.534202497
Pilgrim1,2019-06-26,2019,7.186501733,0.651712627,5.877266902,7.185733291,8.453385103,-13.00881694,1.090008825,-15.17559589,-13.03326185,-10.80504392,18.32668878,1.34412179,15.63087171,18.31259971,21.02354492,NA,NA,-4.455631075,-6.108526473,-3.449520832,-8.553185864,-6.900290465,-9.559296106
Pilgrim1,2019-06-27,2019,5.983840502,0.594554485,4.790483957,5.977871878,7.131992631,-12.43209967,1.063329539,-14.45429022,-12.42822807,-10.27549418,18.41190695,1.384857064,15.64599219,18.42934313,21.09566567,NA,NA,-3.709981112,-5.086264427,-2.872243441,-8.722118559,-7.345835243,-9.559856229
Pilgrim1,2019-06-28,2019,6.086937032,0.625729991,4.916524069,6.07883316,7.330091266,-12.56461205,1.100900489,-14.8681737,-12.54343857,-10.48531979,19.03153253,1.384728849,16.4083367,18.99521223,21.93842509,NA,NA,-3.77390096,-5.173896477,-2.921729775,-8.790711092,-7.390715575,-9.642882277
Pilgrim1,2019-06-29,2019,5.826755252,0.601173832,4.641154854,5.80770926,6.981003031,-12.27683605,1.076945282,-14.40006918,-12.22091532,-10.24024163,18.77061169,1.371424452,16.19520112,18.71353432,21.52887833,NA,NA,-3.612588257,-4.952741965,-2.796842521,-8.664247795,-7.324094087,-9.47999353
Pilgrim1,2019-06-30,2019,4.219978051,0.494472635,3.228498146,4.220018862,5.164929549,-10.28944453,0.918613109,-12.04923883,-10.30664421,-8.380677089,17.16504516,1.297377969,14.59517265,17.16430751,19.65369203,NA,NA,-2.616386392,-3.586981343,-2.025589464,-7.673058136,-6.702463185,-8.263855063
Pilgrim1,2019-07-01,2019,3.813329158,0.47243444,2.913948792,3.814314306,4.714366034,-10.32890459,0.936001261,-12.10738875,-10.37586531,-8.416844455,17.49789647,1.308800491,14.99524708,17.52439656,20.0446467,NA,NA,-2.364264078,-3.241329784,-1.830397996,-7.964640508,-7.087574801,-8.49850659
Pilgrim1,2019-07-02,2019,5.166071277,0.550136059,4.116360468,5.160462975,6.289085398,-11.58302687,0.975784326,-13.60429269,-11.52997002,-9.726823693,18.35210552,1.278087631,15.88772563,18.32341909,21.02367649,NA,NA,-3.202964191,-4.391160585,-2.479714213,-8.38006268,-7.191866287,-9.103312659
Pilgrim1,2019-07-03,2019,5.37650739,0.581332652,4.217488219,5.373044971,6.483204229,-12.9068864,1.129012572,-15.23734337,-12.89150398,-10.70419876,18.63273908,1.411254876,15.82794694,18.5843482,21.3747589,NA,NA,-3.333434582,-4.570031281,-2.580723547,-9.57345182,-8.33685512,-10.32616285
Pilgrim1,2019-07-04,2019,5.075092034,0.56255169,3.988330798,5.056507539,6.177230047,-11.97128517,1.069446611,-14.04355633,-11.97591128,-9.859489649,16.62338354,1.254312219,14.07361608,16.63101961,19.0674476,NA,NA,-3.146557061,-4.313828229,-2.436044176,-8.824728109,-7.657456941,-9.535240994
Pilgrim1,2019-07-05,2019,5.249712324,0.553829591,4.198561897,5.252603138,6.364456631,-11.98046801,1.022719711,-14.03852351,-11.97612362,-9.997402644,18.89502021,1.361254704,16.35523021,18.87008794,21.6731751,NA,NA,-3.254821641,-4.462255475,-2.519861915,-8.725646373,-7.518212539,-9.460606099
Pilgrim1,2019-07-06,2019,5.429371072,0.554648748,4.332059977,5.437306923,6.491589046,-10.61019259,0.938380407,-12.47829479,-10.59950098,-8.858817611,18.17516082,1.294387104,15.82633557,18.15208955,20.80828627,NA,NA,-3.366210064,-4.614965411,-2.606098114,-7.243982529,-5.995227183,-8.004094479
Pilgrim1,2019-07-07,2019,5.266359962,0.516376834,4.226643111,5.294379385,6.228888547,-9.643522888,0.843633188,-11.2532923,-9.65256248,-7.898315101,17.64709674,1.206612044,15.22259485,17.66788294,19.96948589,NA,NA,-3.265143176,-4.476405968,-2.527852782,-6.378379712,-5.16711692,-7.115670106
Pilgrim1,2019-07-08,2019,6.222456869,0.643692601,4.956900597,6.235276135,7.477287825,-10.21413433,0.96834042,-12.1124851,-10.22013559,-8.256452107,18.69577704,1.405750648,16.02774819,18.64213758,21.63602549,NA,NA,-3.857923259,-5.289088339,-2.986779297,-6.356211071,-4.925045991,-7.227355033
Pilgrim1,2019-07-09,2019,6.939234373,0.67249709,5.669322401,6.913345395,8.314867863,-12.04707745,1.089712,-14.35530907,-11.99744222,-9.983210557,19.34546243,1.493599255,16.61598893,19.29308054,22.43874726,NA,NA,-4.302325311,-5.898349217,-3.330832499,-7.744752139,-6.148728233,-8.716244951
Pilgrim1,2019-07-10,2019,6.282437647,0.637562384,5.0582304,6.262066931,7.576142063,-11.35879803,1.042719049,-13.4788074,-11.31256766,-9.364459662,18.38652614,1.361154619,15.80939705,18.35523843,21.19774874,NA,NA,-3.895111341,-5.340072,-3.015570071,-7.463686691,-6.018726032,-8.343227961
Pilgrim1,2019-07-11,2019,8.438156149,0.687437022,7.154656589,8.425891036,9.773705079,-11.54676596,0.951675364,-13.40518501,-11.53450484,-9.726733502,18.75156184,1.251570088,16.37533286,18.7046656,21.19337827,NA,NA,-5.231656812,-7.172432726,-4.050314951,-6.31510915,-4.374333236,-7.496451011
Pilgrim1,2019-07-12,2019,6.662132893,0.609571012,5.48782828,6.687334639,7.884720124,-11.21574443,0.950368777,-13.04056366,-11.23822191,-9.36005315,17.36052261,1.222689585,14.9058683,17.42198543,19.7327864,NA,NA,-4.130522394,-5.662812959,-3.197823789,-7.085222032,-5.552931466,-8.017920637
Pilgrim1,2019-07-13,2019,8.155993502,0.708429898,6.894173455,8.120422998,9.628680234,-11.77422152,1.001793722,-13.90406517,-11.73239094,-9.948304678,19.09662687,1.341134549,16.62286447,19.02505498,21.9883686,NA,NA,-5.056715971,-6.932594477,-3.914876881,-6.717505548,-4.841627043,-7.859344639
Pilgrim1,2019-07-14,2019,8.471201931,0.676662509,7.19565732,8.456343689,9.862432788,-10.97856519,0.908894778,-12.86497906,-10.952918,-9.210865645,18.16210854,1.23706118,15.83516576,18.13536238,20.79806282,NA,NA,-5.252145197,-7.200521641,-4.066176927,-5.726419994,-3.77804355,-6.912388264
Pilgrim1,2019-07-15,2019,7.288221064,0.637825585,6.032229696,7.284193619,8.569021205,-9.578567726,0.857108213,-11.32291545,-9.581985756,-7.915835291,18.02387177,1.215391593,15.70020681,17.97174356,20.51509091,NA,NA,-4.51869706,-6.194987905,-3.498346111,-5.059870667,-3.383579822,-6.080221616
Pilgrim1,2019-07-16,2019,2.239362185,0.431595615,1.384137393,2.239746252,3.05735727,-9.530068873,0.911387947,-11.32237594,-9.535366645,-7.700700162,18.72072631,1.428372049,15.95866523,18.68749331,21.60036445,NA,NA,-1.388404555,-1.903457857,-1.074893849,-8.141664318,-7.626611016,-8.455175024
Pilgrim1,2019-07-17,2019,3.991878643,0.51334918,3.000055769,3.988835932,5.025058709,-10.54037599,0.984437091,-12.48888016,-10.51504535,-8.551453727,18.65591862,1.438643992,15.83834856,18.6024136,21.63716981,NA,NA,-2.474964759,-3.393096847,-1.916101749,-8.065411229,-7.147279141,-8.624274239
Pilgrim1,2019-07-18,2019,1.922158201,0.450731421,1.079790906,1.907901924,2.86675936,-9.631378198,0.987292596,-11.67268273,-9.613677672,-7.758843295,18.57123676,1.489015863,15.78188932,18.54182116,21.4535098,NA,NA,-1.191738085,-1.633834471,-0.922635936,-8.439640113,-7.997543727,-8.708742261
Pilgrim1,2019-07-19,2019,3.398104512,0.468363975,2.489476149,3.398329176,4.320817274,-9.594907976,0.908828676,-11.33095921,-9.611035631,-7.901303104,18.64932036,1.392510559,15.9851327,18.64148488,21.36782692,NA,NA,-2.106824798,-2.888388835,-1.631090166,-7.488083178,-6.706519141,-7.96381781
Pilgrim1,2019-07-20,2019,3.240757314,0.447967845,2.353045605,3.253556748,4.123283431,-9.156708867,0.850563855,-10.92100099,-9.165875994,-7.526754849,18.39808518,1.354041575,15.86259422,18.38413266,21.22829601,NA,NA,-2.009269535,-2.754643717,-1.555563511,-7.147439332,-6.40206515,-7.601145356
Pilgrim1,2019-07-21,2019,4.611030284,0.530895076,3.584291239,4.593957524,5.68090061,-9.249072545,0.895154401,-11.05697948,-9.244081264,-7.538730373,18.07446592,1.355305446,15.48612184,18.08296646,20.7305674,NA,NA,-2.858838776,-3.919375742,-2.213294537,-6.390233769,-5.329696803,-7.035778009
Pilgrim1,2019-07-22,2019,5.724814601,0.569296452,4.594893663,5.721646001,6.827405029,-9.317727128,0.861952123,-10.9286254,-9.307981014,-7.515577777,18.7858008,1.341066411,16.19862215,18.76428972,21.40844034,NA,NA,-3.549385053,-4.866092411,-2.747911009,-5.768342075,-4.451634717,-6.56981612
Pilgrim1,2019-07-23,2019,6.174476906,0.589811391,5.013092895,6.174005953,7.341876091,-9.62189398,0.908979814,-11.42156421,-9.617715178,-7.861027629,18.29379773,1.362210971,15.65046428,18.30342939,20.96712965,NA,NA,-3.828175682,-5.24830537,-2.963748915,-5.793718298,-4.37358861,-6.658145065
Pilgrim1,2019-07-24,2019,7.864722622,0.633325452,6.627019382,7.85743187,9.127399168,-10.44966711,0.862828398,-12.17466678,-10.45689008,-8.799315669,18.47485803,1.260390902,16.08838835,18.44609677,21.14132723,NA,NA,-4.876128026,-6.685014229,-3.775066859,-5.573539082,-3.764652878,-6.674600249
Pilgrim1,2019-07-25,2019,7.419909199,0.58974571,6.33041789,7.413622567,8.603001534,-9.737117212,0.801882672,-11.33859429,-9.717926232,-8.248917245,17.57850312,1.181545351,15.27208746,17.52956842,19.958592,NA,NA,-4.600343703,-6.306922819,-3.561556415,-5.136773508,-3.430194393,-6.175560796
Pilgrim1,2019-07-26,2019,6.029421884,0.540361757,5.008222621,6.036154131,7.09908866,-8.637435876,0.782720301,-10.25337618,-8.626239789,-7.212950443,15.51822014,1.11280198,13.29461913,15.55202471,17.70698441,NA,NA,-3.738241568,-5.125008601,-2.894122504,-4.899194308,-3.512427275,-5.743313372
Pilgrim1,2019-07-27,2019,7.225641984,0.618629732,5.985011351,7.23400123,8.456812512,-10.82800343,0.914425424,-12.62980566,-10.80611218,-9.072758799,17.94823977,1.261879714,15.45809873,17.93578021,20.37434408,NA,NA,-4.47989803,-6.141795687,-3.468308152,-6.348105401,-4.686207745,-7.359695279
Pilgrim1,2019-07-28,2019,7.399003938,0.592079106,6.275208101,7.393630853,8.613343612,-11.16759231,0.886351603,-12.89242724,-11.15669324,-9.41383894,18.26239057,1.220484356,15.88518711,18.25045816,20.68485171,NA,NA,-4.587382441,-6.289153347,-3.55152189,-6.580209871,-4.878438965,-7.616070422
Pilgrim1,2019-07-29,2019,6.933291489,0.583935897,5.828750075,6.945287059,8.065545016,-11.05487259,0.902272142,-12.79157217,-11.07500312,-9.336489844,17.76842878,1.215397257,15.3764711,17.80330074,20.08757894,NA,NA,-4.298640723,-5.893297765,-3.327979915,-6.756231868,-5.161574826,-7.726892676
Pilgrim1,2019-07-30,2019,4.171031128,0.63850564,2.850593358,4.188955584,5.392436975,-8.086231505,1.087320014,-10.09192613,-8.15380869,-5.787304751,13.71697914,1.416957076,10.71313991,13.77752975,16.29804172,NA,NA,-2.586039299,-3.545376459,-2.002094941,-5.500192205,-4.540855046,-6.084136563
Pilgrim1,2019-07-31,2019,8.519235517,0.660703353,7.222697243,8.542800445,9.829830593,-10.46795408,0.858945481,-12.09911018,-10.49344675,-8.714554879,18.95939548,1.240416163,16.50912768,18.98750929,21.23816287,NA,NA,-5.281926021,-7.24135019,-4.089233048,-5.186028063,-3.226603894,-6.378721036
Pilgrim1,2019-08-01,2019,8.741561047,0.716602785,7.329480291,8.735054539,10.13424853,-11.42444441,0.953223307,-13.33192144,-11.41722968,-9.526742747,19.39263762,1.363293865,16.82737336,19.34276788,22.10874158,NA,NA,-5.419767849,-7.43032689,-4.195949303,-6.004676558,-3.994117517,-7.228495105
Pilgrim1,2019-08-02,2019,9.709820871,0.726941545,8.296698201,9.688122742,11.11360506,-12.23736221,0.948239943,-14.13749428,-12.20722393,-10.40158042,18.94652377,1.247574968,16.52038699,18.93246911,21.46241151,NA,NA,-6.02008894,-8.25334774,-4.660714018,-6.217273274,-3.984014474,-7.576648196
Pilgrim1,2019-08-03,2019,7.549231682,0.590988,6.388940548,7.562407401,8.661670647,-9.116505213,0.795945187,-10.66052692,-9.117160474,-7.56337207,14.89191327,1.079218496,12.66802536,14.94591641,16.90062511,NA,NA,-4.680523643,-6.41684693,-3.623631207,-4.435981571,-2.699658284,-5.492874006
Pilgrim1,2019-08-04,2019,9.411844639,0.672619233,8.134489891,9.387208244,10.75979637,-10.87247869,0.840833367,-12.58243125,-10.84793774,-9.262405563,17.90026647,1.141407665,15.70629144,17.85551677,20.28779423,NA,NA,-5.835343676,-8.000067944,-4.517685427,-5.037135013,-2.872410746,-6.354793263
Pilgrim1,2019-08-05,2019,4.979498463,0.500437324,4.034669675,4.976914635,5.954390904,-8.309039005,0.789552059,-9.832041898,-8.292773585,-6.729455673,16.56639321,1.191454534,14.27854034,16.58165598,18.85437311,NA,NA,-3.087289047,-4.232573694,-2.390159262,-5.221749958,-4.076465311,-5.918879743
Pilgrim1,2019-08-06,2019,8.170629168,0.655715664,6.850464794,8.17541532,9.446069082,-11.94269643,0.945142291,-13.80924231,-11.92065056,-10.0584389,18.52418676,1.25061381,16.08413714,18.51933368,20.99691914,NA,NA,-5.065790084,-6.945034793,-3.921902001,-6.876906341,-4.997661633,-8.020794425
Pilgrim1,2019-08-07,2019,7.327463348,0.585869518,6.191563868,7.327597104,8.448707618,-10.45889601,0.855189217,-12.11297183,-10.48238828,-8.745706241,15.15122556,1.098265818,12.94358843,15.18066365,17.25839971,NA,NA,-4.543027275,-6.228343845,-3.517182407,-5.915868739,-4.230552169,-6.941713608
Pilgrim1,2019-08-08,2019,9.865489592,0.700600384,8.489557297,9.890487431,11.21593253,-12.68072741,0.946321134,-14.50400161,-12.70913063,-10.7942615,17.89536173,1.143656361,15.69819103,17.90692929,20.17414253,NA,NA,-6.116603547,-8.385666153,-4.735435004,-6.564123863,-4.295061257,-7.945292406
Pilgrim1,2019-08-09,2019,10.10104312,0.708443649,8.758425098,10.10265921,11.53720418,-11.9336892,0.907518297,-13.69143278,-11.9364201,-10.19005458,17.43693119,1.108618424,15.33643323,17.43002831,19.6262001,NA,NA,-6.262646735,-8.585886653,-4.848500698,-5.671042469,-3.347802551,-7.085188506
Pilgrim1,2019-08-10,2019,11.60323077,0.758202635,10.10544054,11.62489848,13.02754393,-12.03493846,0.865875536,-13.68836942,-12.04714989,-10.32475838,17.0733553,1.026418764,15.03953224,17.09826542,19.10771645,NA,NA,-7.194003078,-9.862746156,-5.56955077,-4.840935385,-2.172192307,-6.465387693
Pilgrim1,2019-08-11,2019,11.71059236,0.803666758,10.17021348,11.69743379,13.28147546,-11.36539829,0.873570032,-13.11156317,-11.38443817,-9.706402668,17.11322988,1.087449606,14.99466142,17.10988948,19.299048,NA,NA,-7.260567264,-9.954003507,-5.621084333,-4.104831024,-1.411394781,-5.744313954
Pilgrim1,2019-08-12,2019,10.03400984,0.685290064,8.726583781,10.03822155,11.35660539,-11.25147585,0.848545013,-12.87367432,-11.26447899,-9.653645849,17.02194043,1.07285429,14.96365714,17.04171555,19.05569157,NA,NA,-6.221086101,-8.528908364,-4.816324723,-5.03038975,-2.722567487,-6.435151128
Pilgrim1,2019-08-13,2019,9.718583219,0.675946646,8.463476344,9.693514199,11.08532055,-10.61550543,0.826740698,-12.23461964,-10.61271711,-9.005184616,16.14232255,1.061476441,14.14413479,16.08984399,18.2027822,NA,NA,-6.025521596,-8.260795736,-4.664919945,-4.589983834,-2.354709693,-5.950585484
Pilgrim1,2019-08-14,2019,7.954312036,0.630058834,6.728046381,7.948775032,9.171561878,-8.78705084,0.783344287,-10.34153097,-8.806126703,-7.225671876,14.81965372,1.073616223,12.80935559,14.81823863,16.92500704,NA,NA,-4.931673463,-6.761165231,-3.818069777,-3.855377378,-2.02588561,-4.968981063
Pilgrim1,2019-08-15,2019,9.974963868,0.679466895,8.664715307,9.978445769,11.29744065,-12.2926164,0.892587202,-14.02608013,-12.27908268,-10.53147501,17.98471731,1.12912007,15.79701993,17.99991867,20.21095013,NA,NA,-6.184477598,-8.478719288,-4.787982657,-6.1081388,-3.81389711,-7.504633742
Pilgrim1,2019-08-16,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data don't end when expected; NAs in DO.obs; NAs in DO.sat; NAs in depth; NAs in temp.water; NAs in discharge,NA,NA,NA,NA,NA,NA
Pilgrim6,2019-06-17,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data don't start when expected,NA,NA,NA,NA,NA,NA
Pilgrim6,2019-06-18,2019,4.581159334,0.778974515,3.105393468,4.568734422,6.141370769,-7.359822272,1.085375026,-9.545801947,-7.362403016,-5.144398141,21.70517727,1.025836592,19.92355965,21.60324497,24.17133323,NA,NA,-1.78665214,-2.015710107,-1.695028953,-5.573170132,-5.344112165,-5.664793319
Pilgrim6,2019-06-19,2019,4.82724822,0.758219323,3.285082924,4.836141962,6.333951387,-7.782928412,1.096903068,-9.952833685,-7.723021427,-5.790448251,21.81064768,1.057655573,20.11072609,21.64526905,24.2637819,NA,NA,-1.882626806,-2.123989217,-1.786081842,-5.900301606,-5.658939195,-5.99684657
Pilgrim6,2019-06-20,2019,3.069406073,0.754963429,1.587779769,3.062266437,4.474610382,-7.822977047,1.092008142,-9.967753166,-7.857992518,-5.671124182,21.78302313,1.066047074,19.94190898,21.67616695,24.27733688,NA,NA,-1.197068368,-1.350538672,-1.135680247,-6.625908679,-6.472438375,-6.6872968
Pilgrim6,2019-06-21,2019,5.395096391,0.759068763,3.939286249,5.389835202,6.923728766,-8.634519536,1.054538864,-10.71221487,-8.629117907,-6.653977455,21.78861181,1.084842841,19.99862577,21.64187268,24.46425801,NA,NA,-2.104087592,-2.373842412,-1.996185665,-6.530431944,-6.260677124,-6.638333872
Pilgrim6,2019-06-22,2019,6.329294518,0.799068715,4.841685532,6.297981522,7.936712937,-8.669233672,1.121725958,-10.90574674,-8.661040407,-6.466641767,21.85403461,1.075888247,20.10713328,21.67786895,24.37118097,NA,NA,-2.468424862,-2.784889588,-2.341838972,-6.20080881,-5.884344084,-6.3273947
Pilgrim6,2019-06-23,2019,5.626101809,0.740162478,4.237026391,5.626748948,7.116459649,-7.852028604,1.084060221,-9.950765064,-7.853218065,-5.831115365,21.80160612,1.064478074,20.04824823,21.62550222,24.4341781,NA,NA,-2.194179706,-2.475484796,-2.081657669,-5.657848899,-5.376543808,-5.770370935
Pilgrim6,2019-06-24,2019,6.147580702,0.765410888,4.657041327,6.145777879,7.658418656,-8.773761819,1.069152611,-10.78030751,-8.768987417,-6.626040089,21.81786657,1.012883488,20.15285113,21.66570219,24.14808256,NA,NA,-2.397556474,-2.704935509,-2.27460486,-6.376205345,-6.06882631,-6.499156959
Pilgrim6,2019-06-25,2019,6.824589002,0.788657886,5.299871444,6.779122914,8.455923356,-9.930003133,1.132467172,-12.21000808,-9.900870293,-7.791133559,21.78614682,1.063909726,19.9500264,21.64112994,24.26352521,NA,NA,-2.661589711,-3.002819161,-2.525097931,-7.268413422,-6.927183972,-7.404905202
